,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb20/Brand.pdf,"Lodewijk Brand, Kai Nichols, Hua Wang, Heng Huang, Li Shen, for the ADNI",Predicting Longitudinal Outcomes of Alzheimer's Disease via a Tensor-Based Joint Classification and Regression Model,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb20/Chen_I.pdf,"Irene Y. Chen, Monica Agrawal, Steven Horng, David Sontag",Robustly Extracting Medical Knowledge from EHRs: A Case Study of Learning a Health Knowledge Graph,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb20/Chen_J.pdf,"Jessica W. Chen, Christian A. Kunder, Nam Bui, James L. Zehnder, Helio A. Costa, Henning Stehr",Increasing Clinical Trial Accrual via Automated Matching of Biomarker Criteria,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb20/Harati.pdf,"Sahar Harati, Andrea Crowell, Helen Mayberg, Shamim Nema",Addressing the Credit Assignment Problem in Treatment Outcome Prediction Using Temporal Difference Learning,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb20/Khan.pdf,"Saad Khan, Libusha Kelly",Multiclass Disease Classification from Microbial Whole-Community Metagenomes,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb20/Nie.pdf,"Allen Nie, Arturo L. Pineda, Matt W. Wright, Hannah Wand, Bryan Wulf, Helio A. Costa, Ronak Y. Patel, Carlos D. Bustamante, James Zou",LitGen: Genetic Literature Recommendation Guided by Human Explanations,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb20/Tao.pdf,"Yifeng Tao, Chunhui Cai, William W. Cohen, Xinghua Lu",From Genome to Phenome: Predicting Multiple Cancer Phenotypes Based on Somatic Genomic Alterations via the Genomic Impact Transformer,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb20/Vandromme.pdf,"Maxence Vandromme, Tomi Jun, Ponni Perumalswami, Joel T. Dudley, Andrea Branch, Li Li",Automated Phenotyping of Patients with Non-Alcoholic Fatty Liver Disease Reveals Clinically Relevant Disease Subtypes,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb20/Yu.pdf,"Ke Yu, Mingda Zhang, Tianyi Cui, Milos Hauskrecht",Monitoring ICU Mortality Risk with a Long Short-Term Memory Recurrent Neural Network,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb20/Zeng.pdf,"Xianlong Zeng, Yunyi Feng, Soheil Moosavinasab, Deborah Lin, Simon Lin, Chang Liu",Multilevel Self-Attention Model and Its Use on Medical Risk Prediction,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb20/Zhang.pdf,"Haoran Zhang, Elisa Candido, Andrew S. Wilton, Raquel Duchen, Liisa Jaakkimainen, Walter Wodchis, Quaid Morris",Identifying Transitional High Cost Users from Unstructured Patient Profiles Written by Primary Care Physicians,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb20/Zhao.pdf,"Wei Zhao, Tianling Lv, Rena Lee, Yang Chen, Lei Xing",Obtaining Dual-Energy Computed Tomography (CT) Information from a Single-Energy CT Image for Quantitative Imaging Analysis of Living Subjects by Using Deep Learning,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb20/Alterovitz.pdf,"Wei-Lun Alterovitz, Eshel Faraggi, Christopher J. Oldfield, Jingwei Meng, Bin Xue, Fei Huang, Pedro Romero, Andrzej Kloczkowski, Vladimir N. Uversky, A. Keith Dunker",Many-to-One Binding by Intrinsically Disordered Protein Regions,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb20/Ghadermarzi.pdf,"Sina Ghadermarzi, Akila Katuwawala, Christopher J. Oldfield, Amita Barik, Lukasz Kurgan",Disordered Function Conjunction: On the In-Silico Function Annotation of Intrinsically Disordered Regions,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb20/Jagannathan.pdf,"N. Suhas Jagannathan, Christopher W. V. Hogue, Lisa Tucker-Kellogg",De novo Ensemble Modeling Suggests that AP2-Binding to Disordered Regions Can Increase Steric Volume of Epsin but Not Eps15,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb20/Liu_X.pdf,"Xiaorong Liu, Jianhan Chen",Modulation of p53 Transactivation Domain Conformations by Ligand Binding and Cancer-Associated Mutations,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb20/Somjee.pdf,"Ramiz Somjee, Diana M. Mitrea, Richard W. Kriwacki",Exploring Relationships Between the Density of Charged Tracts Within Disordered Regions and Phase Separation,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb20/Christensen.pdf,"Sarah Christensen, Mark D.M. Leiserson, Mohammed El-Kebir",PhySigs: Phylogenetic Inference of Mutational Signature Dynamics,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb20/Harrigan.pdf,"Caitlin F Harrigan, Yulia Rubanova, Quaid Morris, Alina Selega",TrackSigFreq: Subclonal Reconstructions Based on Mutation Signatures and Allele Frequencies,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb20/Stamoulakatou.pdf,"Eirini Stamoulakatou, Pietro Pinoli, Stefano Ceri, Rosario Piro",Impact of Mutational Signatures on microRNA and Their Response Elements,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb20/Wojtowicz.pdf,"Damian Wojtowicz, Mark D.M. Leiserson, Roded Sharan, Teresa M. Przytycka",DNA Repair Footprint Uncovers Contribution of DNA Repair Mechanism to Mutational Signatures,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb20/Young.pdf,"Adamo Young, Jacob Chmura, Yoonsik Park, Quaid Morris, Gurnit Atwal",Genome Gerrymandering: Optimal Division of the Genome into Regions with Cancer Type Specific Differences in Mutation Rates,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb20/Beam.pdf,"Andrew L. Beam, Benjamin Kompa, Allen Schmaltz, Inbar Fried, Griffin Weber, Nathan Palmer, Xu Shi, Tianxi Cai, Isaac S. Kohane",Clinical Concept Embeddings Learned from Massive Sources of Multimodal Medical Data,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb20/Bobak.pdf,"Carly A. Bobak, Lauren McDonnell, Matthew D. Nemesure, Justin Lin, Jane E. Hill",Assessment of Imputation Methods for Missing Gene Expression Data in Meta-Analysis of Distinct Cohorts of Tuberculosis Patients,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb20/Burkhardt.pdf,"Sophie Burkhardt, Julia Siekiera, Josua Glodde, Miguel A. Andrade-Navarro, Stefan Kramer",Towards Identifying Drug Side Effects from Social Media Using Active Learning and Crowd Sourcing,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb20/Gur.pdf,"Shir Gur, Lior Wolf, Lior Golgher, Pablo Blinder",Microvascular Dynamics from 4D Microscopy Using Temporal Segmentation,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb20/Hann.pdf,"David Haan, Ruikang Tao, Verena Friedl, Ioannis N Anastopoulos, Christopher K Wong, Alana S Weinstein, Joshua M Stuart",Using Transcriptional Signatures to Find Cancer Drivers with LURE,26.0,True
