,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb07/borgwardt.pdf,"Karsten M. Borgwardt, Hans-Peter Kriegel",Graph Kernels For Disease Outcome Prediction From Protein-Protein Interaction Networks,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb07/cook.pdf,"Daniel L. Cook, Jesse C. Wiley, John H. Gennari",Chalkboard: Ontology-Based Pathway Modeling And Qualitative Inference Of Disease Mechanisms,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb07/gonzalez.pdf,"Graciela Gonzalez, Juan C. Uribe, Luis Tari, Colleen Brophy, Chitta Baral",Mining Gene-Disease Relationships from Biomedical Literature: Weighting Proteinprotein Interactions and Connectivity,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb07/kasson.pdf,"Peter M. Kasson, Vijay S. Pande",Predicting Structure and Dynamics of Loosely-Ordered Protein Complexes: Influenza Hemagglutinin Fusion Peptide,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb07/kelly.pdf,"Libusha Kelly, Rachel Karchin, Andrej Sali",Protein Interactions and Disease Phenotypes in the ABC Transporter Superfamily,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb07/pulim.pdf,"Vinay Pulim, Jadwiga Bienkowska, Bonnie Berger",Lthreader: Prediction of Ligand-Receptor Interactions Using Localized Threading,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb07/sam.pdf,"Lee Sam, Yang Liu, Jianrong Li, Carol Friedman, Yves A. Lussier",Discovery of Protein Interaction Networks Shared by Diseases,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb07/sridhar.pdf,"Padmavati Sridhar, Tamer Kahveci, Sanjay Ranka",An Iterative Algorithm for Metabolic Network-Based Drug Target Identification,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb07/valdivia-granda.pdf,"Willy A. Valdivia-Granda, Maricel G. Kann, Jose Malaga",Transcriptional Interactions During Smallpox Infection and Identification of Early Infection Biomarkers,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb07/chang_d.pdf,"David Chang, Aalim Weljie, Jack Newton",Leveraging Latent Information In NMR For Robust Predictive Models,9.0,True
