,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb03/berrar.pdf,"D.P. Berrar, C.S. Downes, W. Dubitzky",Multiclass Cancer Classification Using Gene Expression Profiling and Probabilistic Neural Networks,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb03/dehoon.pdf,"M.J.L. de Hoon, S. Imoto, K. Kobayashi, N. Ogasawara, S. Miyano",Inferring Gene Regulatory Networks from Time-Ordered Gene Expression Data of Bacillus Subtilis Using Differential Equations,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb03/eskin.pdf,"E. Eskin, M. Gelfand, P. Pevzner",Genome-Wide Analysis of Bacterial Promoter Regions,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb03/ganesh.pdf,"R. Ganesh, T.R. Ioerger, D.A. Siegele",MOPAC: MOtif Finding by Preprocessing and Agglomerative Clustering from Microarrays,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb03/jaeger.pdf,"J. Jaeger, R. Sengupta, W.L. Ruzzo",Improved Gene Selection for Classification of Microarrays,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb03/li.pdf,"H. Li, Y. Luan",Kernel Cox Regression Models for Linking Gene Expression Profiles to Censored Survival Data,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb03/murali.pdf,"T.M. Murali, S. Kasif",Extracting Conserved Gene Expression Motifs from Gene Expression Data,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb03/segal.pdf,"E. Segal, A. Battle, D. Koller",Decomposing Gene Expression into Cellular Processes,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb03/altenbaugh.pdf,"R.E. Altenbaugh, K.J. Kauffman, J.S. Edwards",Suitability and Utility of Computational Analysis Tools: Characterization of Erythrocyte Parameter Variation,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb03/antoniotti.pdf,"M. Antoniotti, F. Park, A. Policiriti, N. Ugel, B. Mishra",Foundations of a Query and Simulation System for the Modeling of Biochemical and Biological Processes,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb03/chrisman.pdf,"L. Chrisman, P. Langley, S. Bay",Incorporating Biological Knowledge into Evaluation of Causal Regulatory Hypotheses,10.0,True
