,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb22/derry.pdf,"Alexander Derry, Kristy A. Carpenter, Russ B. Altman",Training data composition affects performance of protein structure analysis algorithms,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb22/koehl.pdf,"Antoine Koehl, Milind Jagota, Dan D. Erdmann-Pham, Alexander Fung, Yun S. Song",Transferability of Geometric Patterns from Protein Self-Interactions to Protein-Ligand Interactions,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb22/bhattacharya.pdf,"Nicholas Bhattacharya, Neil Thomas, Roshan Rao, Justas Dauparas, Peter K. Koo, David Baker, Yun S. Song, Sergey Ovchinnikov",Interpreting Potts and Transformer Protein Models Through the Lens of Simplified Attention,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb22/jindal.pdf,"Akhil Jindal, Yimin Zhu, Sergey Kotelnikov, Rezaul Chowdhury, Sandor Vajda, Dzmitry Padhorny, Dima Kozakov",Side Chain Packing Using SE(3)-Transformer,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb22/quintana.pdf,"Felix M. Quintana, Zhaoming Kong, Lifang He, Brian Y. Chen",DeepVASP-E: A Flexible Analysis of Electrostatic Isopotentials for Finding and Explaining Mechanisms that Control Binding Specificity,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb22/mo.pdf,"Chen Mo, Zhenyao Ye, Hongjie Ke, Tong Lu, Travis Canida, Song Liu, Qiong Wu, Zhiwei Zhao, Yizhou Ma, L. Elliot Hong, Peter Kochunov, Tianzhou Ma, Shuo Chen",A new Mendelian Randomization method to estimate causal effects of multivariable brain imaging exposures,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb22/yamamoto.pdf,"Akito Yamamoto, Tetsuo Shibuya",Efficient Differentially Private Methods for a Transmission Disequilibrium Test in Genome Wide Association Studies,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb22/bao_morphometricity.pdf,"Jingxuan Bao, Zixuan Wen, Mansu Kim, Andrew J. Saykin, Paul M. Thompson, Yize Zhao, Li Shen, for the Alzheimer's Disease Neuroimaging Initiative",Identifying imaging genetic associations via regional morphometricity estimation,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb22/bao_heritable.pdf,"Jingxuan Bao, Zixuan Wen, Mansu Kim, Xiwen Zhao, Brian N. Lee, Sang-Hyuk Jung, Christos Davatzikos, Andrew J. Saykin, Paul M. Thompson, Dokyoon Kim, Yize Zhao, Li Shen, for the Alzheimer’s Disease Neuroimaging Initiative",Identifying highly heritable brain amyloid phenotypes through mining Alzheimer's imaging and sequencing biobank data,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb22/nir.pdf,"Talia M. Nir, Alyssa H. Zhu, Iyad Ba Gari, Daniel Dixon, Tasfiya Islam, Julio E. Villalon-Reina, Sarah E. Medland, Paul M. Thompson, Neda Jahanshad","Effects of ApoE4 and ApoE2 genotypes on subcortical magnetic susceptibility and microstructure in 27,535 participants from the UK Biobank",9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb22/kochunov_v2.pdf,"Peter Kochunov, Yizhou Ma, Kathryn S. Hatch, Si Gao, Lianne Schmaal, Neda Jahanshad, Paul M. Thompson, Bhim M. Adhikari, Heather Bruce, Joshua Chiappelli, Andrew Van der vaart, Eric L. Goldwaser, Aris Sotiras, Tianzhou Ma, Shuo Chen, Thomas E. Nichols, L. Elliot Hong",Separating Clinical and Subclinical Depression by Big Data Informed Structural Vulnerability Index and Its impact on Cognition: ENIGMA Dot Product,10.0,True
