,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb13/cheng.pdf,"Jie Cheng, Qing Xie, Vinod Kumar, Mark Hurle, Johannes M. Freudenberg, Lun Yang, Pankaj Agarwal",Evaluation of Analytical Methods for Connectivity Map Data,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb13/felciano.pdf,"Ramon M. Felciano, Sina Bavari, Daniel R. Richards, Jean-Noel Billaud, Travis Warren, Rekha Panchal, Andreas Kraemer","Predictive Systems Biology Approach to Broad-Spectrum, Host-Directed Drug Target Discovery in Infectious Diseases",1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb13/phatak.pdf,"Sharangdhar S. Phatak, Shuxing Zhang",A Novel Multi-Modal Drug Repurposing Approach for Identification of Potent ACK1 Inhibitors,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb13/shi.pdf,"Yi Shi, Xinhua Zhang, Xiaoping Liao, Guohui Lin, Dale Schuurmans",Protein-chemical Interaction Prediction via Kernelized Sparse Learning SVM,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb13/wang.pdf,"Wenhui Wang, Sen Yang, Jing Li",Drug Target Predictions Based on Heterogeneous Graph Inference,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb13/ahn.pdf,"Surin Ahn, Tao Wang",A Powerful Statistical Method for Identifying Differentially Methylated Markers in Complex Diseases,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb13/luo.pdf,"Kaixuan Luo, Alexander J. Hartemink",Using DNase Digestion Data to Accurately Identify Transcription Factor Binding Sites,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb13/sahu.pdf,"Avinash Das Sahu, Radhouane Aniba, Yen-Pei Christy Chang, Sridhar Hannenhalli",Epigenomic Model of Cardiac Enhancers with Application to Genome Wide Association Studies,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb13/gabr.pdf,"Haitham Gabr, Alin Dobra, Tamer Kahveci",From Uncertain Protein Interaction Networks to Signaling Pathways Through Intensive Color Coding,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb13/gevaert.pdf,"Olivier Gevaert, Sylvia Plevritis",Identifying Master Regulators of Cancer and Their Downstream Targets by Integrating Genomic and Epigenomic Features,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb13/kim.pdf,"Yoo-Ah Kim, Raheleh Salari, Stefan Wuchty, Teresa M. Przytycka",Module Cover - A New Approach to Genotype-Phenotype Studies,10.0,True
