,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb00/dean.pdf,A. M. Dean and G. B. Goldin,Enzyme Evolution Explained (Sort Of),0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb00/dimmic.pdf,"M.W. Dimmic, D.P. Mindell, and R.A. Goldstei",Modeling Evolution at the Protein Level Using an Adjustable Amino Acid Fitness Model,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb00/gerstein.pdf,"M. Gerstein, J. Lin, and H. Hegy",Protein Folds in the Worm Genome,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb00/pawlowski.pdf,"K. Pawlowski, L. Jaroszewski, L. Rychlewski, and A. Godzi",Sensitive Sequence Comparison as Protein Function Predictor,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb00/renner.pdf,A. Renner and A. Aszód,High-throughput Functional Annotation of Novel Gene Products Using Document Clustering,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb00/taverna.pdf,D.M. Taverna and R.M. Goldstei,The Evolution of Duplicated Genes Considering Protein Stability Constraints,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb00/yang.pdf,Z. Yan,Relating Physicochemmical Properties of Amino Acids to Variable Nucleotide Substitution Patterns Among Sites,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb00/backofen.pdf,"R. Backofen, S. Will, J. Bond, and P. Clot",Algorithmic Approach to Quantifying the Hydrophobic Force Contribution in Protein Folding,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb00/bienkowska.pdf,"J.R. Bienkowska, R.G. Rogers Jr., and T.F. Smit",Eliminating Superfluous Neighbor Pairs While Threading Fold Models,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb00/fischer.pdf,D. Fische,Hybrid Fold Recognition: Combining Sequence Derived Properties with Evolutionary Information,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb00/galzitskaya.pdf,"O.V. Galzitskaya, A.V. Skoogarev, D.N. Uvankov, and A.V. Finkelstei",Folding Nuclei in 3D Protein Structures,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb00/olszewski.pdf,K.A. Olszewsk,How Universal Are Fold Recognition Parameters.  A Comprehensive Study of Alignment and Scoring Function Parameters Influence on Recognition of Distant Folds,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb00/ranganathan.pdf,"S. Ranganathan, D.A. Male, R.J. Ormsby, E. Giannakis, and D.L. Gordo",Pinpointing the Putative Heparin/Sialic Acid-Binding Residues in the 'Sushi' Domain 7 of Factor H: A Molecular Modeling Study,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb00/reva.pdf,B. Reva and S. Topio,"Recognition of Protein Structure: Determining the Relative Energetic  Contributions of Beta-strands, Alpha-helices and Loops",13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb00/samudrala.pdf,"R. Samudrala, Y. Xia, M. Levitt, N.J. Cotton, E.S. Huang, and R. Davi",Probing Structure-Function Relationships of the DNA Polymerase Alpha-Associated Zinc-Finger Protein Using Computational Approaches,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb00/thorpe.pdf,"M. F. Thorpe, B. M. Hespenheide, Y. Yang and L. A. Kuh",Flexibility and Critical Hydrogen Bonds in Cytochrome C,15.0,False
16,https://psb.stanford.edu/psb-online/proceedings/psb00/guyon.pdf,"F. Guyon, G. Vaysseix, and E. Barillo",MappetShow:  Non-Linear Visualization for Genome Data,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb00/hansen.pdf,"M. D. Hansen, S. Lodha, A. Pan",ProFeel: Low Cost Visual-Haptic Perceptualization of Protein Structure-Structure Alignments,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb00/huang.pdf,"C.C. Huang, W.R. Novak, P.C. Babbitt, A.I. Jewett, T.E. Ferrin and T.E. Klei",Integrated Tools for Structural and Sequence Alignment and Analysis,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb00/kearney.pdf,"P. Kearney, A. Secord, and H. Zhan",InVest:  Interactive and Visual Edge Selection Tool for Constructing Evolutionary Trees,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb00/konerding.pdf,D.E. Konerdin,The Ensemble/Legacy Chimera Extension: Standardized User and Programmer Interface to Molecular Ensemble Data and Legacy Modeling Programs,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb00/shah.pdf,I. Shah and L. Hunte,Visual Management of Large Scale Data Mining Projects,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb00/akutsu.pdf,"T. Akutsu, S. Miyano, and S.Kuhar",Algorithms for Inferring Qualitative Models of Biological Networks,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb00/ideker.pdf,"T.E. Ideker, V. Thorsson, and R.M. Kar",Discovery of Regulatory Interactions Through Perturbation: Inference and Experimental Design,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb00/kyoda.pdf,"K. Kyoda, M. Muraki, and H. Kitan",Construction of a Generalized Simulator for Multi-cellular Organisms and  its Application to SMAD Signal Transduction,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb00/marnellos.pdf,"G. Marnellos, G.A. Deblandre, E. Mjolsness, and C. Kintne",Delta-Notch Lateral Inhibitory Patterning in the Emergence of Ciliated Cells in Xenopus:  Experimental Observations and a Gene Network Model,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb00/matsuno.pdf,"H. Matsuno, A. Doi, M. Nagasaki, and S. Miyan",Hybrid Petri Net Representation of Gene Regulatory Network,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb00/zhang.pdf,C. Zhang and S-H. Ki,The Effect of Dynamic Receptor Clustering on the Sensitivity of Biochemical Signaling,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb00/nakaya.pdf,"A. Nakaya, H. Hishigaki, and S. Morishit",Mining the Quantitative Trait Loci Associated with Oral Glucose Tolerance in the Oletf Rat,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb00/ohler.pdf,"U. Ohler, G. Stommer, and S. Harbec",Stochastic Segment Models of Eukaroyotic Promoter Regions,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb00/wareham.pdf,"H.T. Wareham, T. Jiang, X. Zhang, and C.G. Trendal",Stochastic Heuristic Algorithms for Target Motif Identification (Extended Abstract),30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb00/whelan.pdf,K. Whelan and J. Glasgo,Identifying Amino Acid Residues in Medium Resolution Critical Point Graphs Using Instance Based Query Generation,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb00/butte.pdf,A. J. Butte and I. S. Kohan,Mutual Information Relevance Networks:  Functional Genomic Clustering Using Pairwise Entropy Measurements,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb00/ewing.pdf,R.M. Ewing and J-M. Claveri,EST Databases as Multi-Conditional Gene Expression Datasets,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb00/pollet.pdf,"N. Pollet, H. Schmidt, V. Gawantka, C. Niehrs, and M. Vingro",In Silico Analysis of Gene Expression Patterns During Early Development of Xenopus laevis,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb00/raychaudhuri.pdf,"S. Raychaudhuri, J.M. Stuart, and R.B. Altma",Principal Components Analysis to Summarize Microarray Experiments:  Application to Sporulation Time Series,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb00/workman.pdf,C.T. Workman and G.D. Storm,ANN-Spec: A Method for Discovering Transcription Factor Binding Sites with Improved Specificity,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb00/zhu.pdf,J. Zhu and M. Q. Zhan,"Cluster, Function and Promoter:  Analysis of Yeast Expression Array",37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb00/baclawski.pdf,"K. Baclawski, J. Cigna, M.M. Kokar, P. Mager, and B. Indurkhy",Knowledge Representation and Indexing Using the Unified Medical Language System,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb00/humphreys.pdf,"K. Humphreys, G. Demetriou and R. Gaizauska",Two Applications of Information Extraction to Biological Science Journal  Articles:  Enzyme Interactions and Protein Structures,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb00/rindflesch.pdf,"T.C. Rindflesch, Lorraine Tanabe, John N. Weinstein, and L. Hunte","EDGAR: Extraction of Drugs, Genes and Relations from the Biomedical Literature",40.0,True
