,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb18/chen.pdf,"Xintong Chen, Sander Houten, Kimaada Allette, Robert P. Sebra, Gustavo Stolovitzky, Bojan Losic",Characterization of drug-induced splicing complexity in prostate cancer cell line using long read technology,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb18/greenside.pdf,"Peyton Greenside, Maureen Hillenmeyer, Anshul Kundaje",Prediction of protein-ligand interactions from paired protein sequence motifs and ligand substructures,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb18/hodos.pdf,"Rachel Hodos, Ping Zhang, Hao-Chih Lee, Qiaonan Duan, Zichen Wang, Neil R. Clark, Avi Ma’ayan, Fei Wang, Brian Kidd, Jianying Hu, David Sontag, Joel Dudley",Cell-specific prediction and application of drug-induced gene expression,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb18/luo.pdf,"Yunan Luo, Sheng Wang, Jinfeng Xiao, Jian Peng",Large-scale integration of heterogeneous pharmacogenomic data for identifying drug mechanism of action,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb18/mallory.pdf,"Emily K. Mallory, Ambika Acharya, Stefano E. Rensi, Peter J Turnbaugh, Roselie A. Bright, Russ B. Altman",Chemical reaction vector embeddings: towards predicting drug metabolism in the human gut microbiome,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb18/smith.pdf,"Milo R. Smith, Benjamin S. Glicksberg, Li Li, Rong Chen, Hirofumi Morishita, Joel T. Dudley",Loss-of-function of neuroplasticity-related genes confers risk for human neurodevelopmental disorders,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb18/way.pdf,"Gregory P. Way, Casey S. Greene",Extracting a biologically relevant latent space from cancer transcriptomes with variational autoencoders,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb18/xu.pdf,"Jielin Xu, Kelly Regan-Fendt, Siyuan Deng, William E. Carson III, Philip R.O. Payne, Fuhai Li",Diffusion mapping of drug targets on disease signaling network elements reveals drug combination strategies,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb18/agrawal.pdf,"Monica Agrawal, Marinka Zitnik, Jure Leskovec",Large-scale analysis of disease pathways in the human interactome,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb18/beaulieu-jones.pdf,"Brett K. Beaulieu-Jones, Patryk Orzechowski, Jason H. Moore",Mapping patient trajectories using longitudinal extraction and deep learning in the MIMIC-III Critical Care Database,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb18/callahan.pdf,"Tiffany J. Callahan, William A. Baumgartner Jr., Michael Bada, Adrianne L. Stefanski, Ignacio Tripodi, Elizabeth K. White, Lawrence E. Hunter",OWL-NETS: Transforming OWL representations for improved network inference,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb18/glicksberg.pdf,"Benjamin S. Glicksberg, Riccardo Miotto, Kipp W. Johnson, Khader Shameer, Li Li, Rong Chen, Joel T. Dudley",Automated disease cohort selection using word embeddings from Electronic Health Records,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb18/harrington.pdf,"Lia X. Harrington, Gregory P. Way, Jennifer A. Doherty, Casey S. Greene",Functional network community detection can disaggregate and filter multiple underlying pathways in enrichment analyses,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb18/jeong.pdf,"Hyun-Hwan Jeong, Hari Krishna Yalamanchili, Caiwei Guo, Joshua M. Shulman, Zhandong Liu",An ultra-fast and scalable quantification pipeline for transposable elements from next generation sequencing data,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb18/johnson.pdf,"Kipp W. Johnson, Benjamin S. Glicksberg, Rachel Hodos, Khader Shameer, Joel T. Dudley",Causal inference on electronic health records to assess blood pressure treatment targets: An application of the parametric g formula,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb18/olson.pdf,"Randal S. Olson, William La Cava, Zairah Mustahsan, Akshay Varik, Jason H. Moore",Data-driven advice for applying machine learning to bioinformatics problems,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb18/petkovic.pdf,"Dragutin Petkovic, Russ B. Altman, Mike Wong, Arthur Vigil",Improving the explainability of Random Forest classifier – user centered approach,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb18/shoemaker.pdf,"Katherine Shoemaker, Brian P. Hobbs, Karthik Bharath, Chaan S. Ng, Veerabhadran Baladandayuthapani",Tree-based methods for characterizing tumor density heterogeneity,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb18/veturi.pdf,"Yogasudha Veturi, Marylyn D. Ritchie",How powerful are summary-based methods for identifying expression-trait associations under different genetic architectures?,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb18/madhavan.pdf,"Subha Madhavan, Deborah Ritter, Christine Micheel, Shruti Rao, Angshumoy Roy, Dmitriy Sonkin, Matthew McCoy, Malachi Griffith, Obi L Griffith, Peter Mcgarvey, Shashikant Kulkarni on Behalf of the ClinGen Somatic Working Group",ClinGen Cancer Somatic Working Group – Standardizing and democratizing access to cancer molecular diagnostic data to drive translational research,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb18/moore.pdf,"Jason H. Moore, Maksim Shestov, Peter Schmitt, Randal S. Olson",A heuristic method for simulating open-data of arbitrary complexity that can be used to compare and evaluate machine learning methods,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb18/sharma.pdf,"Vivekanand Sharma, Indra Neil Sarkar",Identifying natural health product and dietary supplement information within adverse event reporting systems,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb18/tenenbaum.pdf,"Jessica D. Tenenbaum, Colette Blach",Best practices and lessons learned from reuse of 4 patient-derived metabolomics datasets in Alzheimer’s disease,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb18/vanhorn.pdf,"John Darrell Van Horn, Lily Fierro, Jeana Kamdar, Jonathan Gordon, Crystal Stewart, Avnish Bhattrai, Sumiko Abe, Xiaoxiao Lei, Caroline O’Driscoll, Aakanchha Sinha, Priyambada Jain, Gully Burns, Kristina Lerman, José Luis Ambite",Democratizing data science through data science training,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb18/adhikari.pdf,"Bhim M. Adhikari, Neda Jahanshad, Dinesh Shukla, David C. Glahn, John Blangero, Richard C. Reynolds, Robert W. Cox, Els Fieremans, Jelle Veraart, Dmitry S. Novikov, Thomas E. Nichols, L. Elliot Hong, Paul M. Thompson, Peter Kochunov",Heritability estimates on resting state fMRI data using the ENIGMA analysis pipeline,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb18/chidester.pdf,"Benjamin Chidester, Minh N. Do, Jian Ma",Discriminative bag-of-cells for imaging-genomics,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb18/han.pdf,"Lichy Han, Maulik R. Kamdar",MRI to MGMT: Predicting methylation status in glioblastoma patients using convolutional recurrent neural networks,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb18/huang.pdf,"Chenglong Huang, Albert Zhang, Guanghua Xiao",Deep integrative analysis for survival prediction,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb18/huo.pdf,"Zhouyuan Huo, Dinggang Shen, Heng Huang",Genotype-Phenotype association study via new multi-task learning model,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb18/miller.pdf,"Jason E. Miller, Manu K. Shivakumar, Shannon L. Risacher, Andrew J. Saykin, Seunggeun Lee, Kwangsik Nho, Dokyoon Kim, for the Alzheimer’s Disease Neuroimaging Initiative (ADNI)",Codon bias among synonymous rare variants is associated with Alzheimer’s disease imaging  biomarker,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb18/srivastava.pdf,"Arunima Srivastava, Chaitanya Kulkarni, Parag Mallick, Kun Huang, Raghu Machiraju",Building trans-omics evidence: using imaging and ‘omics’ to characterize cancer profiles,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb18/berghout.pdf,"Joanne Berghout, Qike Li, Nima Pouladi, Jianrong Li, Yves A. Lussier",Single subject transcriptome analysis to identify functionally signed gene set or pathway activity,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb18/chi.pdf,"Chih-Lin Chi, Lu He, Kourosh Ravvaz, John Weissert, Peter J. Tonellato",Using simulation and optimization approach to improve outcome through warfarin precision treatment,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb18/fish.pdf,"Alexandra E. Fish, Dana C. Crawford, John A. Capra, William S. Bush",Local ancestry transitions modify snp-trait associations,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb18/li.pdf,"Anika Gupta, Min Woo Sun, Kelley M. Paskov, Nate T. Stockham, Jae-Yoon Jung, Dennis P. Wall",Evaluation of PrediXcan for prioritizing GWAS associations and predicting gene expression,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb18/orlenko.pdf,"Binglan Li, Shefali S. Verma, Yogasudha C. Veturi, Anurag Verma, Yuki Bradford, David W. Haas, Marylyn D. Ritchie",Considerations for automated machine learning in clinical metabolic profiling: Altered homocysteine plasma concentration associated with metformin exposure,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb18/poole.pdf,"Alena Orlenko, Jason H. Moore, Patryk Orzechowski, Randal S. Olson, Junmei Cairns, Pedro J. Caraballo, Richard M. Weinshilboum, Liewei Wang, Matthew K. Breitenstein",Addressing vital sign alarm fatigue using personalized alarm thresholds,36.0,True
