,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb05/karklin.pdf,"Y. Karklin, R.F. Meraz, and S.R. Holbrook",Classification of Non-Coding RNA Using Graph Representations of Secondary Structure,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb05/leaver-fay.pdf,"A. Leaver-Fay, B. Kuhlman, and J. Snoeyink",An Adaptive Dynamic Programming Algorithm for the Side Chain Placement Problem,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb05/li.pdf,X. Li and J. Liang,Computational Design of Combinatorial Peptide Library for Modulating Protein-Protein Interactions,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb05/russel.pdf,D. Russel and L. Guibas,Exploring Protein Folding Trajectories Using Geometric Spanners,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb05/singh.pdf,R. Singh and B. Berger,ChainTweak: Sampling from the Neighbourhood of a Protein Conformation,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb05/wang.pdf,"Y. Wang, P.K.Agarwal, P.Brown, H. Edelsbrunner, and J. Rudolph",Coarse and Reliable Geometric Alignment for Protein Docking,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb05/bechhofer.pdf,"S.K. Bechhofer, R.D. Stevens, and P.W. Lord",Ontology Driven Dynamic Linking of Biology Resources,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb05/bodenreider.pdf,"O. Bodenreider, M Aubry, and A. Burgun",Non-Lexical Approaches to Identifying Associative Relations in the Gene Ontology,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb05/cantor.pdf,"M.N. Cantor, I.N. Sarkar, O. Bodenreider, and Y.A. Lussier",GenesTrace: Phenomic Knowledge Discovery via Structured Terminology,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb05/gennari.pdf,"J.H. Gennari, A. Silberfein, and J.C. Wiley",Integrating Genomic Knowledge Sources Through an Anatomy Ontology,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb05/hayete.pdf,B. Hayete and J.R. Bienkowska,GOTrees: Predicting GO Associations from Protein Domain Composition Using Decision Trees,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb05/hoffman.pdf,"M. Hoffman, C. Arnoldi, and I. Chuang",The Clinical Bioinformatics Ontology: A Curated Semantic Network Utilizing RefSeq Information,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb05/lu.pdf,Z. Lu and L. Hunter,GO Molecular Function Terms Are Predictive of Subcellular Localization,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb05/marshall.pdf,"B. Marshall, H. Su, D. McDonald, and H. Chen",Linking Ontological Resources Using Aggregatable Substance Identifiers to Organize Extracted Relations,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb05/ogren.pdf,"P.V. Ogren, K.B. Cohen, and L. Hunter",Implications of Compositionality in the Gene Ontology for Its Curation and Usage,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb05/orchard.pdf,"S. Orchard, L. Montecchi-Palazzi, H. Hermjakob, and R. Apweiler",The Use of Common Ontologies and Controlled Vocabularies to Enable Data Exchange and Deposition for Complex Proteomic Experiments,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb05/spasic.pdf,I. Spasic and S. Ananiadou,A Flexible Measure of Contextual Similarity for Biomedical Terms,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb05/tari.pdf,"L. Tari, C. Baral, and P. Dasgupta",Understanding the Global Properties of Functionally-Related Gene Networks Using the Gene Ontology,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb05/xiong.pdf,"H. Xiong, X. He, C. Ding, Y. Zhang, V. Kumar, and S.R. Holbrook",Identification of Functional Modules in Protein Complexes via Hyperclique Pattern Discovery,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb05/yamakawa.pdf,"H. Yamakawa, K. Maruhashi, and Y.Nakao",Multi-Aspect Gene Relation Analysis,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb05/draghici.pdf,"S. Draghici, P. Khatri, Y. Liu, K.J. Chase, E.A. Bode, D.A. Kulesh, L.P. Wasieloski, D.A. Norwood, and J. Reifman",Identification of Genomic Signatures for the Design of Assays for the Detection and Monitoring of Anthrax Threats,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb05/ferrin.pdf,"T.E. Ferrin, C.C. Huang, D.M. Greenblatt, D. Stryke, K.M. Giacomini, and J.H. Morris",Enhancing Data Sharing in Collaborative Research Projects with DASH,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb05/gui.pdf,J. Gui and H. Li,Threshold Gradient Descent Method for Censored Data Regression with Applications in Pharmacogenomics,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb05/peccoud.pdf,J. Peccoud and K. Vander Velden,Parameterization of a Nonlinear Genotype to Phenotype Map Using Molecular Networks,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb05/reif.pdf,"D.M. Reif, S.M. Dudek, C.M. Shaffer, J. Wang, and J.H. Moore",Exploratory Visual Analysis of Pharmacogenomic Results,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb05/sirohi.pdf,E. Sirohi and P. Peissig,Study of Effect of Drug Lexicons on Medication Extraction from Electronic Medical Records,25.0,True
