,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb02/benhur.pdf,"A. Ben-Hur, A. Elisseeff, and I. Guyon",A Stability Based Method for Discovering Structure in Clustered Data,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb02/ghosh.pdf,D. Ghosh,Singular Value Decomposition Regression Models for Classification of Tumors from Microarray Experiments,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb02/heil.pdf,"J. Heil, S. Glanowski, J. Scott, E. Winn-Deen, I. McMullen, L. Wu, C. Gire, and A. Sprague",An Automated Computer System to Support Ultra High Throughput SNP Genotyping,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb02/malin.pdf,B.A. Malin and L.A. Sweeney,Inferring Genotype from Clinical Phenotype through a Knowledge Based Algorithm,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb02/moore.pdf,J.H. Moore and L.W. Hahn,A Cellular Automata Approach to Detecting Interactions Among Single-nucleotide Polymorphisms in Complex Multifactorial Diseases,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb02/oliver.pdf,"D.E. Oliver, D.L. Rubin, J.M. Stuart, M. Hewett, T.E. Klein, and R.B. Altman",Ontology Development for a Pharmacogenetics Knowledge Base,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb02/potter.pdf,R.B. Potter and S. Draghici,A SOFM Approach to Predicting HIV Drug Resistance,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb02/rubin.pdf,"D.L. Rubin, M. Hewett, D.E. Oliver, T.E. Klein, and R.B. Altman",Automating Data Acquisition into Ontologies from Pharmacogenetics Relational Data Sources Using Declarative Object Definitions and XML,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb02/zhang.pdf,"S. Zhang, K. Zhang, J. Li, and H. Zhao",On a Family-Based Haplotype Pattern Mining Method for Linkage Disequilibrium Mapping,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb02/chiaromonte.pdf,"F. Chiaromonte, V.B. Yap, and W. Miller",Scoring Pairwise Genomic Sequence Alignments,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb02/cline.pdf,"M. Cline, G. Liu, A.E. Loraine, R. Shigeta, J. Cheng, G. Mei, D. Kulp, and M.A. Siani-Rose",Structure-Based Comparison of Four Eukaryotic Genomes,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb02/goldberg.pdf,"D. Goldberg, S. McCouch, and J. Kleinberg",Constructing Comparative Genome Maps with Unresolved Marker Order,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb02/gherbi.pdf,R. Gherbi and J. Herisson,Representation and Processing of Complex DNA Spatial Architecture and its Annotated Genomic Content,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb02/holmes.pdf,I. Holmes and G.M. Rubin,Pairwise RNA Structure Comparison with Stochastic Context-Free Grammars,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb02/imoto.pdf,"S. Imoto, T. Goto and S. Miyano",Estimation of Genetic Networks and Functional Structures Between Genes by Using Bayesian Networks and Nonparametric Regression,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb02/kel-margoulis.pdf,"O.V. Kel-Margoulis, T.G. Ivanova, E. Wingender, and A.E. Kel",Automatic Annotation of Genomic Regulatory Sequences by Searching for Composite Clusters,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb02/mulyukov.pdf,Z. Mulyukov and P.A. Pevzner,EULER-PCR: Finishing Experiments for Repeat Resolution,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb02/nakhleh.pdf,"L. Nakhleh, B.M.E. Moret, U. Roshan, K. St. John, J. Sun, and T. Warnow",The Accuracy of Fast Phylogenetic Methods for Large Datasets,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb02/patterson.pdf,"D.J. Patterson, K. Yasuhara, and W.L. Ruzzo",Pre-mRNA Secondary Structure Prediction Aids Splice Site Prediction,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb02/sze.pdf,"S.-H. Sze, M.S. Gelfand, and P.A. Pevzner",Finding Weak Motifs in DNA Sequences,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb02/volkmuth.pdf,"W. Volkmuth, and N. Alexandrov",Evidence for Sequence-Independent Evolutionary Traces in Genomics Data,20.0,True
