,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb19/beaulieu-jones.pdf,"Brett K. Beaulieu-Jones, Isaac S. Kohane, Andrew L. Beam",Learning Contextual Hierarchical Structure of Medical Concepts with Poincairé Embeddings to Clarify Phenotypes,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb19/ding.pdf,"Daisy Yi Ding, Chloe Simpson, Stephen Pfohl, Dave C. Kale, Kenneth Jung, Nigam H. Shah",The Effectiveness of Multitask Learning for Phenotyping with Electronic Health Records Data,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb19/duan.pdf,"Rui Duan, Mary Regina Boland, Jason H. Moore, Yong Chen",ODAL: A one-shot distributed algorithm to perform logistic regressions on electronic health records data from multiple clinical sites,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb19/gordon.pdf,"Max Gordon, Cranos Williams",PVC Detection Using a Convolutional Autoencoder and Random Forest Classifier,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb19/wang.pdf,"Haohan Wang, Zhenglin Wu, Eric P. Xing",Removing Confounding Factors Associated Weights in Deep Neural Networks Improves the Prediction Accuracy for Healthcare Applications,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb19/jiang.pdf,"Yuexu Jiang, Duolin Wang, Dong Xu",DeepDom: Predicting protein domain boundary from sequence alone using stacked bidirectional,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb19/liu.pdf,"Zheng Liu, Yao Yao, Qi Wei, Benjamin Weeder, Stephen A. Ramsey",Res2s2aM: Deep residual network-based model for identifying functional noncoding SNPs in trait-associated regions,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb19/bae.pdf,"Ho Bae, Byunghan Lee, Sunyoung Kwon, Sungroh Yoon",DNA Steganalysis Using Deep Recurrent Neural Networks,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb19/magge.pdf,"Arjun Magge, Davy Weissenbacher, Abeed Sarker, Matthew Scotch, Graciela Gonzalez-Hernandez",Bi-directional Recurrent Neural Network Models for Geographic Location Extraction in Biomedical Literature,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb19/wang2.pdf,"Haohan Wang, Xiang Liu, Yifeng Tao, Wenting Ye, Qiao Jin, William W. Cohen, Eric P. Xing",Automatic Human-like Mining and Constructing Reliable Genetic Association Database with Deep Reinforcement Learning,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb19/ramola.pdf,"Rashika Ramola, Shantanu Jain, Predrag Radivojac",Estimating classification accuracy in positive-unlabeled learning: characterization and correction strategies,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb19/graim.pdf,"Kiley Graim, Verena Friedl, Kathleen E. Houlahan, Joshua M. Stuart",PLATYPUS: A Multiple-View Learning Predictive Framework for Cancer Drug Sensitivity Prediction,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb19/pyke.pdf,"Rachel M. Pyke, Raphael Genolet, Alexandre Harari, George Coukos, David Gfeller, Hannah Carter",Computational KIR copy number discovery reveals interaction between inhibitory receptor burden and survival,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb19/pyman.pdf,"Blake Pyman, Alireza Sedghi, Shekoofeh Azizi, Kathrin Tyryshkin, Neil Renwick, Parvin Mousavi",Exploring microRNA Regulation of Cancer with Context-Aware Deep Cancer Classifier,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb19/li.pdf,"Kevin Li, Rachel Chen, William Lindsey, Aaron Best, Matthew DeJongh, Christopher Henry, Nathan Tintle",Implementing and Evaluating A Gaussian Mixture Framework for Identifying Gene Function from TnSeq Data,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb19/anand.pdf,"Shankara Anand, Laurynas Kalesinskas, Craig Smail, Yosuke Tanigawa",SNPs2ChIP: Latent Factors of ChIP-seq to infer functions of non-coding SNPs,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb19/tsui.pdf,"Brian Tsui, Michelle Dow, Dylan Skola, Hannah Carter","Extracting allelic read counts from 250,000 human sequencing runs in Sequence Read Archive",16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb19/srivastava.pdf,"Arunima Srivastava, Ravali Adusumilli, Hunter Boyce, Daniel Garijo, Varun Ratnakar, Rajiv Mayani, Thomas Yu, Raghu Machiraju, Yolanda Gil, Parag Mallick","Semantic workflows for benchmark challenges: Enhancing comparability, reusability and reproducibility",17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb19/greenside.pdf,"Peyton Greenside, Justin Zook, Marc Salit, Madeleine Cule, Ryan Poplin, Mark DePristo",CrowdVariant: a crowdsourcing approach to classify copy number variants,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb19/han.pdf,"Wontack Han, Yuzhen Ye",A repository of microbial marker genes related to human health and diseases for host phenotype prediction using microbiome data,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb19/hu.pdf,"Zhiyue Tom Hu, Yuting Ye, Patrick A. Newbury, Haiyan Huang, Bin Chen",AICM: A Genuine Framework for Correcting Inconsistency Between Large Pharmacogenomics Datasets,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb19/varma.pdf,"Maya Varma, Kelley Marie Paskov, Jae-Yoon Jung, Brianna Sierra Chrisman, Nate Tyler Stockham, Peter Yigitcan Washington, Dennis Paul Wall",Outgroup Machine Learning Approach Identifies Single Nucleotide Variants in Noncoding DNA Associated with Autism Spectrum Disorder,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb19/zhang_x.pdf,"Xinyuan Zhang, Yogasudha Veturi, Shefali Verma, William Bone, Anurag Verma, Anastasia Lucas, Scott Hebbring, Joshua C. Denny, Ian Stanaway, Gail P. Jarvik, David Crosslin, Eric B. Larson, Laura Rasmussen-Torvik, Sarah A. Pendergrass, Jordan W. Smoller, Hakon Hakonarson, Patrick Sleiman, Chunhua Weng, David Fasel, Wei-Qi Wei, Iftikhar Kullo, Daniel Schaid, Wendy K. Chung, Marylyn D. Ritchie","Detecting potential pleiotropy across cardiovascular and neurological diseases using univariate, bivariate, and multivariate methods on 43,870 individuals from the eMERGE network",22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb19/reiman.pdf,"Derek Reiman, Lingdao Sha, Irvin Ho, Timothy Tan, Denise Lau, and Aly A. Khan",Integrating RNA expression and visual features for immune infiltrate prediction,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb19/li_b.pdf,"Binglan Li, Yogasudha Veturi, Yuki Bradford, Shefali S. Verma, Anurag Verma, Anastasia M. Lucas, David W. Haas, Marylyn D. Ritchie",Influence of tissue context on gene prioritization for predicted transcriptome-wide association studies,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb19/vitali.pdf,"Francesca Vitali, Joanne Berghout, Jungwei Fan, Jianrong Li, Qike Li, Haiquan Li, Yves A. Lussier",Precision drug repurposing via convergent eQTL-based molecules and pathway targeting independent disease-associated polymorphisms,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb19/cheng_l.pdf,"Li-Fang Cheng, Niranjani Prasad, Barbara E Engelhardt",An Optimal Policy for Patient Laboratory Tests in Intensive Care Units,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb19/chen_y.pdf,"Yang Chen, Yuping Zhang, Zhengqing Ouyang",LISA: Accurate reconstruction of cell trajectory and pseudo-time for massive single cell RNA-seq data,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb19/wang_t.pdf,"Tongxin Wang, Travis Johnson, Jie Zhang, Kun Huang",Topological Methods for Visualization and Analysis of High Dimensional Single-Cell RNA Sequencing Data,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb19/hu_q.pdf,"Qiwen Hu, Casey S. Greene",Parameter tuning is a key part of dimensionality reduction via deep variational autoencoders for single cell RNA transcriptomics,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb19/gold.pdf,"Maxwell P. Gold, Alexander LeNail, and Ernest Fraenkel",Shallow Sparsely-Connected Autoencoders for Gene Set Projection,30.0,True
