,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb96/goldstein-intro.pdf,R.A. Goldstein and R.B. Altman,The Evolution of Biomolecular Structures and the Structure of Biomolecular Evolution.,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb96/dunker-intro.pdf,A. Keith Dunker and Richard H. Lathrop,"Discovering, Learning, Analyzing and Predicting Protein Structure.",1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb96/asai-intro.pdf,"Kiyoshi Asai, Tom Head, Katsumi Nitta and Takashi Yokomori","Stochastic Models, Formal Systems and Algorithmic Discovery for Genome Informatics.",2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb96/henn-intro.pdf,Chris Henn and Michael Teschner,Interactive Molecular Visualization.,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb96/thompson-intro.pdf,"Steven M. Thompson, Susan J. Johns and A. Keith Dunker",Educational Issues in Biocomputing.,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb96/doelz-intro.pdf,R. Doelz,Internet Tools for Computational Biology.,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb96/connery-intro.pdf,John S. Conery and Ross Kiester,Population Modelling.,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb96/brooks-intro.pdf,"B.R. Brooks, M.J. Field, J. Gao and M.A. Thompson",Hybrid Quantum and Classical Mechanical Methods for Studying Biopolymers in Solution.,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb96/michelson-intro.pdf,Seth Michelson,Control in Biological Systems.,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb96/akutsu.pdf,"Tatsuya Akutsu and Hiroshi Tashimo,",Protein structure comparison using representation by line segment sequences (abstract),9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb96/albrecht.pdf,"Kurt Albrect, John Hart, Alex Shaw and A. Keith Dunker,",Quaternion Contact Ribbons: a New Tool for Visualizing Intra- and Inter-molecular Interactions in Proteins.,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb96/alexandrov.pdf,"Nickolai N. Alexandrov, Ruth Nussinov and Ralk M. Zimmer",Fast Protein Fold Recognition via Sequence to Structure Alignment and Contact Capacity Potentials.,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb96/altman.pdf,Russ B. Altman and John Koza,A Programming Course in Bioinformatics for Computer and Information Science Students.,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb96/bhandarkar.pdf,"Suchendra M. Bhandarkar, Sridhar Chirravuri, Jonathan Arnord and David Whitmire",Massively Parallel Simulated Annealing Algorithms for Chromosome Reconstruction via Clone Ordering.,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb96/bornberg-bauer.pdf,Erich Bornberg-Bauer,"Structure Formation of Biopolymers is Complex, Their Evolution may be Simple.",14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb96/brown.pdf,"Michael Brown and Charles Wilson,",RNA Pseudoknot Modeling Using Intersections of Stochastic Context Free Grammars with Applications to Database Search.,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb96/chung.pdf,"Su Yun Chung and S. Subbiah,",How similar must a template protein be for homology modeling by side-chain packing methods?,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb96/corcelli.pdf,"Steven A. Corcelli, Joel D. Kress, Lawrence R. Pratt and Gregory Tawa,",Mixed Direct-Iterative Methods for Boundary Integral Formulations of Dielectric Solvation Models.,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb96/crippen.pdf,"Gordon Crippen and Vladimir Maiorov,",All possible protein folds at low resolution.,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb96/cshhaj-varju.pdf,"ErzsZbet Csuhaj-Varjœ, Rudolf Freund, Lila Kari and Gheorghe P‹un,",DNA Computing Based on Splicing: Universarity Results.,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb96/deelman.pdf,"Ewa Deelman, Thomas Caraco, and Boleslaw K. Szymanski,",Parallel Discrete Event Simulation of Lyme Disease,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb96/delavega.pdf,"Francisco M. De La Vega, Robert Giegerich and Georg Fuellen,",Distance Education through the Internet: The GNA-VSNS Biocomputing Course,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb96/dewey.pdf,"T. Gregory Dewey and Bonnie J. Strait,","Multfractals, Encoded Walks and the Ergodicity of Protein Sequences.",22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb96/doelz.pdf,"Reinhard Doelz and Florian Eggenberger,",List Update Processing (LUP) - Solving the database update problem,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb96/dowe.pdf,"David L. Dowe, Lloyd Allison, Trevor Dix, Lawrence Hunter, Chris S. Wallace and Timothy Edgoose",Circular Clulstering of Protein Dihedral Angles by Minimum Message Length.,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb96/downing.pdf,"Keith Downing,",An Object-Oriented Data-Driven Migration Model.,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb96/edelsbrunner.pdf,"Herbert Edelsbrunner, Michael Facello and Jie Liang",On the Definition and the Construction of Pockets in Macromolecules.,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb96/ferretti.pdf,C. Ferretti and S. Kobayashi ,DNA Splicing Systems and Post Systems.,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb96/fischer.pdf,"Daniel Fischer, Arne Elofsson, Danny Rice and David Eisenberg",Assessing the performance of fold recognition methods by means of a comprehensive benchmark.,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb96/gaeta.pdf,"Bruno A. Gaeta, Carolyn A. Bucholtz, Rowena Campbell, Camson Huynh, Stephanie Kim, and Alex H. Reisner",Biocomputing Education by the Australian National Genomic Information Service.,29.0,True
