,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb24/lozano.pdf,"Alejandro Lozano, Scott L Fleming, Chia-Chun Chiang, Nigam Shah",Clinfo.ai: An Open-Source Retrieval-Augmented Large Language Model System for Answering Medical Questions Using Scientific Literature,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb24/pakhomov.pdf,"Serguei Pakhomov, Jacob Solinsky, Martin Michalowski, Veronika Bachanova",A Conversational Agent for Early Detection of Neurotoxic Effects of Medications through Automated Intensive Observation,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb24/duffy.pdf,"Grant Duffy, Kai Christensen, David Ouyang",Leveraging 3D Echocardiograms to Evaluate AI Model Performance in Predicting Cardiac Function on Out-of-Distribution Data,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb24/li.pdf,"Alexis Li, Yi Yang, Hejie Cui, Carl Yang",BrainSTEAM: A Practical Pipeline for Connectome-based fMRI Analysis towards Subject Classification,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb24/prantzalos.pdf,"Katrina Prantzalos, Dipak Upadhyaya, Nassim Shafiabadi, Guadalupe Fernandez-BacaVaca, Nick Gurski, Kenneth Yoshimoto, Subhashini Sivagnanam, Amitava Majumdar, Satya S. Sahoo",MaTiLDA: An Integrated Machine Learning and Topological Data Analysis Platform for Brain Network Dynamics,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb24/sadaei.pdf,"< Hossein Javedani Sadaei, Salvatore Loguercio, Mahdi Shafiei Neyestanak, Ali Torkamani/i>; Pacific Symposium on Biocomputing 29:81-95(2024)",Zoish: A Novel Feature Selection Approach Leveraging Shapley Additive Values for Machine Learning Applications in Healthcare,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb24/moore.pdf,"Jason H. Moore, Xi Li, Jui-Hsuan Chang, Nicholas P. Tatonetti, Dan Theodorescu, Yong Chen, Folkert W. Asselbergs, Mythreye Venkatesan, Zhiping Paul Wang",SynTwin: A Graph-Based Approach for Predicting Clinical Outcomes Using Digital Twins Derived from Synthetic Patients,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb24/patel.pdf,"Charmi Patel, Yiyang Wang, Thiruvarangan Ramaraj, Roselyne Tchoua, Jacob Furst, Daniela Raicu",Optimizing Computer-Aided Diagnosis with Cost-Aware Deep Learning Models,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb24/jiang.pdf,"Yixing Jiang, Jeremy A. Irvin, Andrew Y. Ng, James Zou",VetLLM: Large Language Model for Predicting Diagnosis from Veterinary Notes,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb24/vukadinovic.pdf,"Milos Vukadinovic, Gauri Renjith, Victoria Yuan, Alan Kwan, Susan C. Cheng, Debiao Li, Shoa L. Clarke, David Ouyang",Impact of Measurement Noise on Genetic Association Studies of Cardiac Function,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb24/yang_yisu.pdf,"Yisu Yang, Aditi Sathe, Kurt Schilling, Niranjana Shashikumar, Elizabeth Moore, Logan Dumitrescu, Kimberly Pechman, Bennett Landman, Katherine Gifford, Timothy Hohman, Angela Jefferson, Derek Archer",A Deep Neural Network Estimation of Brain Age Is Sensitive to Cognitive Impairment and Decline,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb24/bramer.pdf,"Lisa M. Bramer, Holly M. Dixon, David J. Degnan, Diana Rohlman, Julie B. Herbstman, Kim A. Anderson, Katrina M. Waters",Expanding the Access of Wearable Silicone Wristbands in Community-Engaged Research Through Best Practices in Data Analysis and Integration,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb24/hoang.pdf,"Bao Hoang, Yijiang Pang, Hiroko Dodge, Jiayu Zhou",Subject Harmonization of Digital Biomarkers: Improved Detection of Mild Cognitive Impairment from Language Markers,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb24/rogovchenko.pdf,"Valeriya Rogovchenko, Austin Sibu, Yang Ni",Scalar-Function Causal Discovery for Generating Causal Hypotheses with Observational Wearable Device Data,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb24/yang_yi.pdf,"Yi Yang, Han Xie, Hejie Cui, Carl Yang",FedBrain: Federated Training of Graph Neural Networks for Connectome-based Brain Imaging Analysis,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb24/georgantas.pdf,"Costa Georgantas, Jaume Banus, Roger Hullin, Jonas Richiardi",Systematic Estimation of Treatment Effect on Hospitalization Risk as a Drug Repurposing Screening Method,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb24/hoffing.pdf,"Rachel A. Hoffing, Aimee M. Deaton, Aaron M. Holleman, Lynne Krohn, Philip J. LoGerfo, Mollie E. Plekan, Sebastian Akle Serrano, Paul Nioi, Lucas D. Ward",Transcript-Aware Analysis of Rare Predicted Loss-of-Function Variants in the UK Biobank Elucidate New Isoform-Trait Associations,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb24/jain.pdf,"Ayush Jain, Marie-Laure Charpignon, Irene Y. Chen, Anthony Philippakis, Ahmed Alaa",Generating new drug repurposing hypotheses using disease-specific hypergraphs,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb24/joisa.pdf,"Chinmaya U. Joisa, Kevin A. Chen, Samantha Beville, Timothy Stuhlmiller, Matthew E. Berginski, Denis Okumu, Brian T. Golitz, Michael P. East, Gary L. Johnson, Shawn M. Gomez",Combined kinome inhibition states are predictive of cancer cell line sensitivity to kinase inhibitor combination therapies,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb24/ovanessians.pdf,"Armand Ovanessians, Carson Snow, Thomas Jennewein, Susanta Sarkar, Gil Speyer, Judith Klein-Seetharaman",Creation of a Curated Database of Experimentally Determined Human Protein Structures for the Identification of Its Targetome,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb24/xiang.pdf,"Shunian Xiang, Patrick J. Lawrence, Bo Peng, ChienWei Chiang, Dokyoon Kim, Li Shen, Xia Ning",Modeling Path Importance for Effective Alzheimer’s Disease Drug Repurposing,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb24/comajoan.pdf,"Marçal Comajoan Cara, Daniel Mas Montserrat, Alexander G. Ioannidis",PopGenAdapt: Semi-Supervised Domain Adaptation for Genotype-to-Phenotype Prediction in Underrepresented Populations,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb24/mishra.pdf,"Mrinal Mishra, Layan Nahlawi, Yizhen Zhong, Tanima De, Guang Yang, Cristina Alarcon, Minoli A Perera",LA-GEM: Imputation of Gene Expression with Incorporation of Local Ancestry,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb24/orlenko.pdf,"Alena Orlenko, Philip J. Freda, Attri Ghosh, Hyunjun Choi, Nicholas Matsumoto, Tiffani J. Bright, Corey T. Walker, Tayo Obafemi-Ajayi, Jason H. Moore",Cluster Analysis Reveals Socioeconomic Disparities Among Elective Spine Surgery Patients,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb24/seagle.pdf,"Hannah M. Seagle, Jacklyn N. Hellwege, Brian S. Mautz, Chun Li, Yaomin Xu, Siwei Zhang, Dan M. Roden, Tracy L. McGregor, Digna R. Velez Edwards, Todd L. Edwards",Evidence of Recent and Ongoing Admixture in the U.S. and Influences on Health and Disparities,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb24/piekos.pdf,"Jacqueline A. Piekos and Jeewoo Kim, Jacob M. Keaton, Jacklyn N. Hellwege, Todd L. Edwards and Digna R. Velez Edwards",Evaluating the Relationships Between Genetic Ancestry and the Clinical Phenome,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb24/bonet.pdf,"David Bonet, May Levin, Daniel Mas Montserrat, Alexander G. Ioannidis",Machine Learning Strategies for Improved Phenotype Prediction in Underrepresented Populations,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb24/jun.pdf,"Inyoung Jun, Sarah E. Ser, Scott A. Cohen, Jie Xu, Robert J. Lucero, Jiang Bian, Mattia Prosperi",Quantifying Health Outcome Disparity in Invasive Methicillin-Resistant Staphylococcus aureus Infection using Fairness Algorithms on Real-World Data,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb24/rhead.pdf,"Brooke Rhead, Paige E. Haffener, Yannick Pouliot, Francisco M. De La Vega",Imputation of Race and Ethnicity Categories Using Genetic Ancestry from Real-World Genomic Testing Data,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb24/song.pdf,"Jiarong Song, Josh Lamstein, Vivek Gopal Ramaswamy, Michelle Webb, Gabriel Zada, Steven Finkbeiner, David W. Craig",Enhancing Spatial Transcriptomics Analysis by Integrating Image-Aware Deep Learning Methods,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb24/azher.pdf,"Zarif L. Azher, Michael Fatemi, Yunrui Lu, Gokul Srinivasan, Alos B. Diallo, Brock C. Christensen, Lucas A. Salas, Fred W. Kolling IV, Laurent Perreard, Scott M. Palisoul, Louis J. Vaickus, Joshua J. Levy",Spatial Omics Driven Crossmodal Pretraining Applied to Graph-based Deep Learning for Cancer Pathology Analysis,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb24/srinivasan.pdf,"Gokul Srinivasan, Matthew J. Davis, Matthew R. LeBoeuf, Michael Fatemi, Zarif L. Azher, Yunrui Lu, Alos B. Diallo, Marietta K. Saldias Montivero, Fred W. Kolling IV, Laurent Perrard, Lucas A. Salas, Brock C. Christensen, Thomas J. Palys , Margaret R. Karagas, Scott M. Palisoul, Gregory J. Tsongalis, Louis J. Vaickus, Sarah M. Preum, Joshua J. Levy",Potential to Enhance Large Scale Molecular Assessments of Skin Photoaging through Virtual Inference of Spatial Transcriptomics from Routine Staining,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb24/wu.pdf,"Eric Wu, Zhenqin Wu, Aaron T. Mayer, Alexandro E. Trevino, James Zou",PEPSI: Polarity Measurements from Spatial Proteomics Imaging Suggest Immune Cell Engagement,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb24/sapoval.pdf,"Nicolae Sapoval, Marko Tanevski, Todd J. Treangen",KombOver: Efficient K-Core and K-Truss Based Characterization of Perturbations Within the Human Gut Microbiome,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb24/zhang.pdf,"Zhihan Zhang, Christiana Wang, Ziyin Zhao, Ziyue Yi, Arda Durmaz, Jennifer S. Yu, Gurkan Bebek",nSEA: n-Node Subnetwork Enumeration Algorithm Identifies Lower Grade Glioma Subtypes with Altered Subnetworks and Distinct Prognostics,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb24/fukutani.pdf,"Kiyoshi Ferreira Fukutani, Thomas H. Hampton, Carly A. Bobak, Todd A. MacKenzie, Bruce A. Stanton",Application of Quantile Discretization and Bayesian Network Analysis to Publicly Available Cystic Fibrosis Data Sets,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb24/sufriyana.pdf,"Herdiantri Sufriyana, Yu-Wei Wu, Emily Chia-Yu Su",Low- and High-Level Information Analyses of Transcriptome Connecting Endometrial-Decidua-Placental Origin of Preeclampsia Subtypes: A Preliminary Study,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb24/maas.pdf,"Zachary Maas, Rutendo Sigauke, Robin Dowelli",Deconvolution of Nascent Sequencing Data Using Transcriptional Regulatory Elements,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb24/dannenfelser.pdf,"Ruth Dannenfelser, Vicky Yao",Splitpea: Quantifying Protein Interaction Network Rewiring Changes Due to Alternative Splicing in Cancer,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb24/cardone.pdf,"Kathleen M. Cardone, Scott Dudek, Karl Keat, Yuki Bradford, Zinhle Cindi, Eric S. Daar, Roy Gulick, Sharon A. Riddler, Jeffrey L. Lennox, Phumla Sinxadi, David W. Haas, Marylyn D. Ritchie",Lymphocyte Count Derived Polygenic Score and Interindividual Variability in CD4 T-cell Recovery in Response to Antiretroviral Therapy,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb24/kember_v2.pdf,"Rachel Kember, Shefali Verma, Anurag Verma, Brenda Xiao, Anastasia Lucas, Colleen Kripke, Renae Judy, Jinbo Chen, Scott Damrauer, Daniel Rader, Marylyn Ritchie",Polygenic Risk Scores for Cardiometabolic Traits Demonstrate Importance of Ancestry for Predictive Precision Medicine,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb24/huang.pdf,"Can Huang, Pei Fen Kuan",intCC: An Efficient Weighted Integrative Consensus Clustering of Multimodal Data,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb24/workshop_llm.pdf,"Cecilia Arighi, Steven Brenner, Zhiyong Lu",Large Language Models (LLMs) and ChatGPT for Biomedicine,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb24/workshop_practappr.pdf,"Daphne O. Martschenko, Nicole Martinez-Martin, Meghan Halley","Practical Approaches to Enhancing Fairness, Social Responsibility and the Inclusion of Diverse Viewpoints in Biomedicine",43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb24/workshop_riskpred.pdf,"Ruowang Li, Rui Duan, Lifang He, Jason H. Moore","Risk prediction: Methods, Challenges, and Opportunities",44.0,True
45,https://psb.stanford.edu/psb-online/proceedings/psb24/workshop_stat.pdf,"Brooke L Fridley, Simon Vandekar, Inna Chervoneva, Julia Wrobel, Siyuan Ma",Statistical Analysis of single-cell protein data,45.0,True
46,https://psb.stanford.edu/psb-online/proceedings/psb24/workshop_tools.pdf,"Mengzhou Hu, Xikun Zhang, Andrew Latham, Andrej Sali, Trey Ideker, and Emma Lundberg",Tools for assembling the cell: Towards the era of cell structural bioinformatics,46.0,True
47,https://psb.stanford.edu/psb-online/proceedings/psb24/erratum-v3_HM.pdf,"Hiral Master, Aymone Kouame, Kayla Marginean, Melissa Basford, Paul Harris, Michelle Holko",How Fitbit data are being made available to registered researchers in All of Us Research Program,47.0,True
