,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb10/clemente.pdf,"José C. Clemente , Jesper Jansson, Gabriel Valiente",Accurate Taxonomic Assignment of Short Pyrosequencing Reads,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb10/essinger.pdf,"Steven D. Essinger, Gail L. Rosen",Benchmarking BLAST Accuracy of Genus/Phyla Classification of Metagenomic Reads,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb10/gavranovic.pdf,"Haris Gavranovic, Eric Tannier",Guided genome halving: provably optimal solutions provide good insights into the preduplication ancestral genome of Saccharomyces cerevisiae,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb10/hickey.pdf,"Glenn Hickey, Mathieu Blanchette",A Practical Algorithm for Estimation of the Maximum Likelihood Ancestral Reconstruction Error,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb10/miller.pdf,"Webb Miller, Stephen J. Wright, Yu Zhang, Stephan C. Schuster, Vanessa M. Hayes",Optimization methods for selecting founder populations for captive breeding of endangered species,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb10/dotu.pdf,"Ivan Dotu, William A. Lorenz, Pascal Van Hentenryck, Peter Clote",RNA Structural Segmentation,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb10/gruber.pdf,"Andreas R. Gruber, Sven Findeiß, Stefan Washietl, Ivo L. Hofacker, Peter F. Stadler",RNAz 2.0: Improved Noncoding RNA Detection,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb10/langenberger.pdf,"D. Langenberger, C.I. Bermudez-Santana, P.F. Stadler, S. Hoffmann",Identification and Classification of Small RNAs in Transcriptome Sequence Data,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb10/okada.pdf,"Yohei Okada, Kengo Sato, Yasubumi Sakakibara",Improvement of Structure Conservation Index with Centroid Estimators,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb10/poolsap.pdf,"Unyanee Poolsap, Yuki Kato, Tatsuya Akutsu",Dynamic Programming Algorithms for RNA Structure Prediction with Binding Sites,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb10/thachuk.pdf,"Chris Thachuk, Jan Manuch, Arash Raﬁey, Leigh-Anne Mathieson, Ladislav Stacho, Anne Condon",An Algorithm for the Energy Barrier Problem Without Pseudoknots and Temporary Arcs,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb10/chindelevitch.pdf,"Leonid Chindelevitch, Chung-Shou Liao, Bonnie Berger",Local Optimization for Global Alignment of Protein Interaction Networks,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb10/chowdhury.pdf,"Salim A. Chowdhury, Mehmet Koyuturk",Identification of Coordinately Dysregulated Subnetworks in Complex Phenotypes,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb10/fang.pdf,"Gang Fang, Rui Kuang, Gaurav Pandey, Michael Steinbach, Chad L. Myers, Vipin Kumar",Subspace Differential Coexpression Analysis: Problem Definition and a General Approach,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb10/morcos.pdf,"Faruck Morcos, Marcin Sikora, Mark Alber, Dale Kaiser, Jesus A. Izaguirre",Estimation of Protein and Domain Interactions in the Switching Motility System of Myxococcus xanthus,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb10/navlakha.pdf,"Saket Navlakha, Carl Kingsford",Exploring Biological Network Dynamics with Ensembles of Graph Partitions,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb10/przulj.pdf,"Natasa Przulj, Oleksii Kuchaiev, Aleksandar Stevanovic, Wayne Hayes",Geometric Evolutionary Dynamics of Protein Interaction Networks,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb10/venkatraman.pdf,"Lakshmi Venkatraman, Hanry Yu, Sourav S. Bhowmick, Forbes Dewey Jr., Lisa Tucker-Kellogg",The Steady States and Dynamics of Urokinase-mediated Plasmin Activation,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb10/delalande.pdf,"Olivier Delalande, Nicolas Ferey, Benoist Laurent, Marc Gueroult, Brigitte Hartmann, Marc Baaden",Multi-Resolution Approach for Interactively Locating Functionally Linked Ion Binding Sites by Steering Small Molecules into Electrostatic Potential Maps Using a Haptic Device,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb10/flores.pdf,"Samuel C. Flores, Yaqi Wan, Rick Russell, Russ B. Altman",Predicting RNA Structure by Multiple Template Homology Modeling,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb10/huang.pdf,"Xuhui Huang, Yuan Yao, Gregory R. Bowman, Jian Sun, Leonidas J. Guibas, Gunnar Carlsson, Vijay S. Pande",Constructing Multi-Resolution Markov State Models (MSMs) to Elucidate RNA Hairpin Folding Mechanisms,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb10/izaguirre.pdf,"Jesus A Izaguirre, Christopher R. Sweet, Vijay S. Pande",Multiscale Dynamics of Macromolecules Using Normal Mode Langevin,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb10/kalisman.pdf,"Nir Kalisman, Michael Levitt",Insights into the Intra-Ring Subunit Order of TriC/CCT: Structural and Evolutionary Analysis,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb10/kasson.pdf,"Peter Kasson, Vijay Pande",Cross-Graining: Efficient Multi-Scale Simulation via Markov State Models,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb10/liu.pdf,"Ying Liu, Ivet Bahar",Toward Understanding Allosteric Signaling Mechanisms in the ATPase Domain of Molecular Chaperones,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb10/mavridis.pdf,Lazaros Mavridis. David W. Ritchie,"3D-Blast: 3D Protein Structure Alignment, Comparison, and Classification Using Spherical Polar Fourier Correlations",25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb10/perezcano.pdf,"Laura Perez-Cano, Albert Solernou, Carles Pons, Juan Fernandez-Recio",Structural Prediction of Protein-RNA Interaction by Computational Docking with Propensity-Based Statistical Potentials,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb10/garten.pdf,"Yael Garten, Nicholas P. Tatonetti, Russ B. Altman",Improving the Prediction of Pharmacogenes Using Text-Derived Gene-Drug Relationships,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb10/grady.pdf,"Benjamin J. Grady, Eric Torstenson, Scott M. Dudek, Justin Giles, David Sexton, Marylyn D. Ritchie",Finding Unique Filter Sets in PLATO: A Precursor to Efficient Interaction Analysis in GWAS Data,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb10/greene.pdf,"Casey S. Greene, Daniel S. Himmelstein, Heather H. Nelson, Karl T. Kelsey, Scott M. Williams, Angeline S. Andrew, Margaret R. Karagas, Jason H. Moore",Enabling Personal Genomics with an Explicit Test of Epistasis,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb10/li_s.pdf,"Shuyan Li, Lilia M. Iakoucheva, Sean D. Mooney, Predrag Radivojac",Loss of Post-Translational Modification Sites in Disease,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb10/li_x.pdf,"Xin Li, Yixuan Chen, Jing Li",Detecting Genome-wide Haplotype Polymorphism by Combined Use of Mendelian Constraints and Local Population Structure,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb10/thomson.pdf,"Glenys Thomson, Nishanth Marthandan, Jill A. Hollenbach, Steven J. Mack, Henry A. Erlich, Richard M. Single, Matthew J. Waller, Steven G.E. Marsh, Paula A. Guidry, David R. Karp, Richard H. Scheuermann, Susan D. Thompson, David N. Glass, Wolfgang Helmberg",Sequence Feature Variant Type (SFVT) Analysis of the HLA Genetic Association in Juvenile Idiopathic Arthritis,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb10/yavas.pdf,"Gokhan Yavas, Mehmet Koyuturk, Meral Ozsoyoglu, Meetha P. Gould, Thomas Laframboise",COKGEN: A Software for the Identification of Rare Copy Number Variation from SNP Microarrays,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb10/ball.pdf,"David A. Ball, Matthew W. Lux, Russell R. Graef, Matthew W. Peterson, Jane D. Valenti, John Dileo, Jean Peccoud",Co-Design in Synthetic Biology: A System-Level Analysis of the Development of an Environmental Sensing Device,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb10/biasiolo.pdf,"Marta Biasiolo, Mattia Forcato , Lino Possamai, Francesco Ferrari, Luca Agnelli, Marta Lionetti, Katia Todoerti, Antonino Neri, Massimo Marchiori, Stefania Bortoluzzi, Silvio Bicciato",Critical Analysis of Transcriptional and Post-Transcriptional Regulatory Networks in Multiple Myeloma,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb10/ceroni.pdf,"Francesca Ceroni, Simone Furini, Silvio Cavalcanti",A Computational Model of Gene Expression in an Inducible Synthetic Circuit,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb10/corradin.pdf,"Alberto Corradin, Barbara Di Camillo, Francesca Rende, Vincenzo Ciminale, Gianna Maria Toffolo, Claudio Cobelli",Retrovirus HTLV-1 Gene Circuit: A Potential Oscillator for Eukaryotes,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb10/davidson.pdf,"Eric A. Davidson, Thomas Van Blarcom, Matthew Levy, Andrew D. Ellington",Emulsion Based Selection of T7 Promoters of Varying Activity,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb10/ramesh.pdf,"Archana Ramesh, Robert Trevino, Daniel D. Von Hoff, Seungchan Kim",Clustering Context-Specific Gene Regulatory Networks,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb10/shea.pdf,"Adam Shea, Brian Fett, Marc D. Riedel and Keshab Parhi",Writing and Compiling Code into Biochemistry,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb10/tari.pdf,"Luis Tari, Saadat Anwar, Shanshan Liang, Jorg Hakenberg, Chitta Baral",Synthesis of Pharmacokinetic Pathways through Knowledge Acquisition and Automated Reasoning,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb10/wkshp-insilico.pdf,"Richard Goldstein, Phil Husbands, Chrisantha Fernando, and Dov Stekel",In silico Biology,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb10/wkshp-GSC.pdf,"Peter Sterk, Lynette Hirschman, Dawn Field, John Wooley","Genomic Standards Consortium Workshop: Metagenomics, Metadata and Metaanalysis (M3)",43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb10/wkshp-gdp.pdf,"Adrien Coulet, Nigam Shah, Lawrence Hunter, Chitta Baral and Russ B. Altman",Extraction of Genotype-Phenotype-Drug Relationships from Text: From Entity Recognition to Bioinformatics Application,44.0,True
