,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb21/washington.pdf,"Peter Washington, Emilie Leblanc, Kaitlyn Dunlap, Yordan Penev, Maya Varma, Jae-Yoon Jung, Brianna Chrisman, Min Woo Sun, Nathaniel Stockham, Kelley Marie Paskov, Haik Kalantarian, Catalin Voss,    Nick Haber, Dennis P. Wall",Selection of Trustworthy Crowd Workers for Telemedical Diagnosis of Pediatric Autism Spectrum Disorder,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb21/chen_j.pdf,"Junjie Chen, Wendy Hui Wang, Xinghua Shi",Differential Privacy Protection Against Membership Inference Attack on Machine Learning for Genomic Data,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb21/greenbaum.pdf,Dov Greenbaum,"Making Compassionate Use More Useful: Using Real-World Data, Real-World Evidence and Digital Twins to Supplement or Supplant Randomized Controlled Trials",2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb21/chen_i.pdf,"Irene Y. Chen, Emily Alsentzer, Hyesun Park, Richard Thomas, Babina Gosangi, Rahul Gujrathi, and Bharti Khurana",Intimate Partner Violence and Injury Prediction from Radiology Reports,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb21/canelon.pdf,"Silvia P. Canelón, Mary Regina Boland",Not All C-sections Are the Same: Investigating Emergency vs. Elective C-section deliveries as an Adverse Pregnancy Outcome,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb21/hacıaliefendioglu.pdf,"Ahmet Hacialiefendioglu, Serhan Yilmaz, Mehmet Koyuturk, Gunnur Karakurt",Co-occurrence Patterns of Intimate Partner Violence,5.0,False
6,https://psb.stanford.edu/psb-online/proceedings/psb21/sullivan.pdf,"Katherine J. Sullivan, Marisha Burden, Angela Keniston, Juan M. Banda, Lawrence E. Hunter",Characterization of Anonymous Physician Perspectives on COVID-19 Using Social Media Data,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb21/dinakar.pdf,"Bhavish Dinakar, Mayla R. Boguslav, Carsten Görg, Deendayal Dinakarpandian",Semantic Changepoint Detection for Finding Potentially Novel Research Publications,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb21/sledzieski.pdf,"Samuel Sledzieski, Chengchen Zhang, Ion Mandoiu, Mukul S. Bansal",TreeFix-TP: Phylogenetic Error-Correction for Infectious Disease Transmission Network Inference,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb21/mudide.pdf,"Anish Mudide, Gil Alterovitz",SARS-CoV-2 Drug Discovery based on Intrinsically Disordered Regions,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb21/goh.pdf,"Gerard Kian-Meng Goh, A. Keith Dunker, James A. Foster, Vladimir N. Uversky",Feasibility of the Vaccine Development for SARS-CoV-2 and Other Viruses Using the Shell Disorder Analysis,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb21/kshirsagar.pdf,"Meghana Kshirsagar, Nure Tasnina, Michael D. Ward, Jeffrey N. Law, T. M. Murali, Juan M. Lavista Ferres, Gregory R. Bowman, Judith Klein-Seetharaman",Protein Sequence Models for Prediction and Comparative Analysis of the SARS-CoV-2−Human Interactome,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb21/dong.pdf,"Guanlan Dong, Michael C. Wendl, Bin Zhang, Li Ding, Kuan-lin Huang",AeQTL: eQTL Analysis Using Region-Based Aggregation of Rare Genomic Variants,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb21/mcinnes.pdf,"Gregory McInnes, Russ B. Altman","Drug Response Pharmacogenetics for 200,000 UK Biobank Participants",13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb21/aoki.pdf,"Raquel Aoki, Martin Ester",ParKCa: Causal Inference with Partially Known Causes,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb21/mayhew.pdf,"Michael B. Mayhew, Elizabeth Tran, Kirindi Choi, Uros Midic, Roland Luethy, Nandita Damaraju, Ljubomir Buturovic",Optimization of Genomic Classifiers for Clinical Deployment: Evaluation of Bayesian Optimization to Select Predictive Models of Acute Infection and In-Hospital Mortality,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb21/vodrahalli.pdf,"Kailas Vodrahalli, Roxana Daneshjou, Roberto A. Novoa, Albert Chiou, Justin M. Ko, James Zou",TrueImage: A Machine Learning Algorithm to Improve the Quality of Telehealth Photo,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb21/seyyed-kalantari.pdf,"Laleh Seyyed-Kalantari, Guanxiong Liu, Matthew McDermott, Irene Y. Chen, Marzyeh Ghassemi",CheXclusion: Fairness Gaps in Deep Chest X-ray Classifiers,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb21/singh_a.pdf,"Anmol Singh, Yizhen Zhong, Layan Nahlawi, C. Sehwan Park, Tanima De, Cristina Alarcon, and Minoli A. Perera",Incorporation of DNA Methylation into eQTL Mapping in African Americans,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb21/durmaz.pdf,"Arda Durmaz, Tim A. D. Henderson, Gurkan Bebek",Frequent Subgraph Mining of Functional Interaction Patterns Across Multiple Cancers,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb21/finlayson.pdf,"Samuel G. Finlayson, Matthew B.A. McDermott, Alex V. Pickering, Scott L. Lipnick, Isaac S. Kohane",Cross-modal Representation Alignment of Molecular Structure and Perturbation-Induced Transcriptional Profiles,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb21/levy_j.pdf,"Joshua Levy, Christian Haudenschild, Clark Barwick, Brock Christensen, Louis Vaickus",Topological Feature Extraction and Visualization of Whole Slide Images Using Graph Neural Networks,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb21/scott.pdf,"Madeleine K. D. Scott, Michael G. Ozawa, Pauline Chu, Maneesha Limaye, Viswam S. Nair, Steven Schaffert, Albert C. Koong, Robert West, Purvesh Khatri",A Multi-Scale Integrated Analysis Identifies KRT8 as a Pan-Cancer Early Biomarker,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb21/aguilar.pdf,"Morris A. Aguilar, John McGuigan, Molly A. Hall",Semi-automated NMR Pipeline for Environmental Exposures: New Insights on the Metabolomics of Smokers versus Non-smokers,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb21/makridis.pdf,"Christos A. Makridis, Anish Mudide, Gil Alterovitz",How Much Does the (Social) Environment Matter? Using Artificial Intelligence to Predict COVID-19 Outcomes with Socio-demographic Data,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb21/wksp_bioinfo_of_coral.pdf,"Lenore J. Cowen, Judith Klein-Seetharaman, Hollie Putnam",Bioinformatics of Corals,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb21/wksp_rel_algo.pdf,"Lara Mangravite, Sean D. Mooney, Iddo Friedberg, Justin Guinney",Establishing the Reliability of Algorithms in Biomedical Informatics,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb21/wksp_making_tools.pdf,"Mary Goldman, Nils Gehlenborg",Making Tools that People Will Use: User-Centered Design in Computational Biology Research,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb21/wksp_stake.pdf,"Carly A. Bobak, Marek Svoboda, Kristine A. Giffin, Dennis P. Wall, Jason Moore",Raising the Stakeholders: Improving Patient Outcomes Through Interprofessional Collaborations in AI for Healthcare,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb21/wksp_trans_bioinfo.pdf,"Dokyoon Kim, Ju Han Kim, Jason H. Moore",Translational Bioinformatics,29.0,True
