,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb15/20anniversary.pdf,"Darla Hewett, Michelle Whirl-Carrillo, Lawrence E. Hunter, Russ B. Altman, Teri E. Klein",A Twentieth Anniversary Tribute to PSB,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb15/ching.pdf,"Keith A. Ching, Kai Wang, Zhengyan Kan, Julio Fernandez, Wenyan Zhong, Jarek Kostrowicki, Tao Xie, Zhou Zhu, Jean-Francois Martini, Maria Koehler, Kim Arndt, Paul Rejto",Cell Index Database (CELLX): A Web Tool for Cancer Precision Medicine,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb15/deshwar.pdf,"Amit G. Deshwar, Shankar Vembu, Quaid Morris",Comparing Nonparametric Bayesian Tree Priors for Clonal Reconstruction of Tumors,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb15/jang.pdf,"In Sock Jang, Rodrigo Dienstmann, Adam A. Margolin, Justin Guinney",Stepwise Group Sparse Regression (SGSR): Gene-Set-Based Pharmacogenomic Predictive Models with Stepwise Selection of Functional Priors,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb15/lehmann.pdf,"Kjong-Van Lehmann, Andre Kahles, Cyriac Kandoth,William Lee, Nikolaus Schultz,  Oliver Stegle, Gunnar Raetsch",Integrative Genome-wide Analysis of the Determinants of RNA Splicing in Kidney Renal Clear Cell Carcinoma,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb15/nasser.pdf,"Sara Nasser, Ahmet A. Kurdoglu, Tyler Izatt, Jessica Aldrich, Megan L. Russell, Alexis Christoforides, Wiabhav Tembe, Jeffery A. Kiefer, Jason J. Corneveaux, Sara A. Byron, Karen M. Forman, Clarice Zuccaro, Jonathan J. Keats, Patricia M. LoRusso, John D. Carpten, Jeffrey M. Trent, David W. Craig",An Integrated Framework for Reporting Clinically Relevant Biomarkers from Paired Tumor/Normal Genomic and Transcriptomic Sequencing Data In Support of Clinical Trials in Personalized Medicine,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb15/wu.pdf,"Menghua Wu, Marina Sirota, Atul J Butte, Bin Chen",Characteristics of Drug Combination Therapy in Oncology by Analyzing Clinical Trial Data on Clinicaltrials.Gov,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb15/engin.pdf,"H. Billur Engin, Matan Hofree, Hannah Carter",Identifying Mutation Specific Cancer Pathways Using a Structurally Resolved Protein Interaction Network,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb15/kim.pdf,"Dokyoon Kim, Ruowang Li, Scott M. Dudek, John R. Wallace, Marylyn D. Ritchie",Binning Somatic Mutations Based on Biological Knowledge for Predicting Survival: An Application in Renal Cell Carcinoma,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb15/lockwood.pdf,"Svetlana Lockwood, Bala Krishnamoorthy",Topological Features in Cancer Gene Expression Data>,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb15/poon.pdf,"Hoifung Poon, Kristina Toutanova, Chris Quirk",Distant Supervision for Cancer Pathway Extraction from Text,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb15/tan.pdf,"Jie Tan, Matthew Ung, Chao Cheng, Casey S. Greene",Unsupervised Feature Construction and Knowledge Extraction from Genome-Wide Assays of Breast Cancer with Denoising Autoencoders,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb15/yang.pdf,"Tao Yang, Xinlin Zhao, Binbin Lin, Tao Zeng, Shuiwang Ji, Jieping Ye",Automated Gene Expression Pattern Annotation in the Mouse Brain,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb15/crawford.pdf,"Dana C. Crawford, Kristin Brown-Gentry, Mark J. Rieder",Measures of Exposure Impact Genetic Association Studies: An Example in Vitamin K Levels and VKORC1,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb15/darabos.pdf,"Christian Darabos, Emily D. Grussing, Maria E. Cricco, Kenzie A. Clark, Jason H. Moore",A Bipartite Network Approach to Inferring Interactions Between Environmental Exposures and Human Diseases,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb15/frost.pdf,,A Screening-Testing Approach for Detecting Gene-Environment Interactions Using Sequential Penalized and Unpenalized Multiple Logistic Regression,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb15/holzinger.pdf,"Emily Rose Holzinger, Silke Szymczak, Abhijit Dasgupta, James Malley, Qing Li, Joan E. Bailey-Wilson",Variable Selection Method for the Identification of Epistatic Models,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb15/hu.pdf,"Ting Hu, Christian Darabos, Maria E. Cricco, Emily Kong, Jason H. Moore",Genome-Wide Genetic Interaction Analysis of Glaucoma Using Expert Knowledge Derived from Human Phenotype Networks,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb15/jeff.pdf,"Janina M. Jeff, Kristin Brown-Gentry, Dana C. Crawford",Identification of Gene-Gene and Gene-Environment Interactions Within the Fibrinogen Gene Cluster for Fibrinogen Levels in Three Ethnically Diverse Populations,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb15/patel.pdf,"Chirag J. Patel, Arjun K. Manrai",Development of Exposome Correlations Globes to Map Out Environment-Wide Associations,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb15/restrepo.pdf,"Nicole A. Restrepo, Sabrina L. Mitchell, Robert J. Goodloe, Deborah G. Murdock, Jonathan L. Haines, Dana C. Crawford",Mitochondrial Variation and the Risk of Age-Related Macular Degeneration Across Diverse Populations,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb15/wang.pdf,"Lili Wang, Parvin Mousavi, Sergio E. Baranzini",iPINBPA: An Integrative Network-Based Functional Module Discovery Tool for Genome-Wide Association Studies,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb15/binder.pdf,"The sbv IMPROVER project team (in alphabetical order): Jean Binder, Stephanie Boue, Anselmo Di Fabio, R. Brett Fields, William Hayes, Julia Hoeng, Jennifer S. Park, Manuel C. Peitsch",Reputation-Based Collaborative Network Biology,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb15/good.pdf,"Benjamin M. Good, Max Nanis, Chunlei Wu, Andrew I. Su",Microtask Crowdsourcing for Disease Mention Annotation in PubMed Abstracts,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb15/irshad.pdf,"Humayun Irshad, Laleh Montaser-Kouhsari, Gail Waltz, Octavian Bucur, Jonathan A. Nowak, Fei Dong, Nicholas W. Knoblauch, Andrew H. Beck","Crowdsourcing Image Annotation for Nucleus Detection and Segmentation in Computational Pathology:  Evaluating Experts, Automated Methods, and the Crowd",24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb15/odgers.pdf,"David J. Odgers, Rave Harpaz, Alison Callahan, Gregor Stiglic, Nigam H. Shah",Analyzing Search Behavior of Healthcare Professionals for Drug Safety Surveillance,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb15/tastan.pdf,"Oznur Tastan, Yanjun Qi, Jaime G. Carbonell, Judith Klein-Seetharaman",Refining Literature Curated Protein Interactions Using Expert Opinions,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb15/waldispuhl.pdf,"Jérôme Waldispühl, Arthur Kam, Paul P. Gardner",Crowdsourcing RNA Structural Alignments with an Online Computer Game,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb15/birol.pdf,"Inanc Birol, Anthony Raymond, Readman Chiu, Ka Ming Nip, Shaun D. Jackman, Maayan Kreitzman, T. Roderick Docking, Catherine A. Ennis, A. Gordon Robertson, Aly Karsan",KLEAT: Cleavage Site Analysis of Transcriptomes,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb15/chang.pdf,"Rui Chang, Jonathan R. Karr, Eric E. Schadt",Causal Inference in Biology Networks with Integrated Belief Propagation,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb15/diggans.pdf,"James Diggans, Su Yeon Kim, Zhanzhi Hu, Daniel Pankratz, Mei Wong, Jessica Reynolds, Ed Tom, Moraima Pagan, Robert Monroe, Juan Rosai, Virginia A. Livolsi, Richard B. Lanman, Richard T. Kloos, P. Sean Walsh, Giulia C. Kennedy",Machine Learning from Concept to Clinic: Reliable Detection of BRAF V600E DNA Mutations in Thyroid Nodules Using High-Dimensional RNA Expression Data,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb15/fan-minogue.pdf,"Hua Fan-Minogue, Bin Chen, Weronika Sikora-Wohlfeld, Marina Sirota, Atul J. Butte",A Systematic Assessment of Linking Gene Expression with Genetic Variants for Prioritizing Candidate Targets,31.0,True
