,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb06/chun.pdf,"Hong-Woo Chun, Yoshimasa Tsuruoka, Jin-Dong Kim, Rie Shiba, Naoki Nagata, Teruyoshi Hishiki, and Jun'ichi Tsujii",Extraction of Gene-Disease Relations from Medline Using Domain Dictionaries and Machine Learning,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb06/hoglund.pdf,"Annette Hoglund, Torsten Blum, Scott Brady, Pierre Donnes, John San Miguel, Matthew Rocheford, Oliver Kohlbacher, and Hagit Shatkay",Significantly Improved Prediction of Subcellular Localization by Integrating Text and Protein Sequence Data,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb06/johnson.pdf,"Helen L. Johnson, K. Bretonnel Cohen, William A. Baumgartner Jr., Zhiyong Lu, Michael Bada, Todd Kester, Hyunmin Kim, and Lawrence Hunter",Evaluation of Lexical Methods for Detecting Relationships Between Concepts from Multiple Ontologies,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb06/ling.pdf,"Xu Ling, Jing Jiang, Xin He, Qiaozhu Mei, Chengxiang Zhai, and Bruce Schatz",Automatically Generating Gene Summaries from Biomedical Literature,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb06/lu.pdf,"Zhiyong Lu, K. Bretonnel Cohen, and Lawrence Hunter",Finding GeneRIFs via Gene Ontology Annotations,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb06/lussier.pdf,"Yves Lussier, Tara Borlawsky, Daniel Rappaport, Yang Liu, and Carol Friedman",PhenoGO: Assigning Phenotypic Context to Gene Ontology Annotations with Natural Language Processing,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb06/maguitman.pdf,"Ana G. Maguitman, Andreas Rechtsteiner, Karin Verspoor, Charlie E. Strauss, and Luis M. Rocha",Large-Scale Testing of Bibliome Informatics Using Pfam Protein Families,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb06/stoica.pdf,Emilia Stoica and Marti Hearst,Predicting Gene Functions from Text Using a Cross-Species Approach,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb06/vlachos.pdf,"Andreas Vlachos, Caroline Gasperin, Ian Lewin, Ted Briscoe",Bootstrapping the Recognition and Anaphoric Linking of Named Entities in Drosophila Articles,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb06/cohen-boulakia.pdf,"Sarah Cohen-Boulakia, Christine Froidevaux, and Emmanuel Pietriga","Selecting Biological Data Sources and Tools with XPR, a Path Language for RDF",9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb06/good.pdf,"Benjamin M. Good, Erin M. Tranfield, Poh C. Tan, Marlene Shehata, Gurpreet K. Singhera, John Gosselink, Elena B. Okon, and Mark D. Wilkinson","Fast, Cheap and Out of Control: A Zero Curation Model for Ontology Development",10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb06/kazic.pdf,Toni Kazic,Putting Semantics into the Semantic Web: How Well Can It Capture Biology?,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb06/kushida.pdf,"Tatsuya Kushida, Toshihisa Takagi, and Ken Ichiro Fukuda",Event Ontology: A Pathway-Centric Ontology for Biological Processes,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb06/mukherjea.pdf,Sougata Mukherjea and Saurav Sahay,Discovering Biomedical Relations Utilizing the World-Wide Web,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb06/neumann.pdf,Eric K. Neumann and Dennis Quan,Biodash: A Semantic Web Dashboard for Drug Development,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb06/yip.pdf,"Kevin Y. Yip, Peishen Qi, Martin Schultz, David W. Cheung, and Kei-Hoi Cheung",SemBiosphere: A Semantic Web Approach to Recommending Microarray Clustering Services,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb06/zhang_s.pdf,"Songmao Zhang, Olivier Bodenreider, and Christine Golbreich",Experience in Reasoning with the Foundational Model of Anatomy in OWL DL,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb06/arnold.pdf,"Randy J. Arnold, Narmada Jayasankar, Divya Aggarwal, Haixu Tang, and Predrag Radivojac",A Machine Learning Approach to Predicting Peptide Fragmentation Spectra,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb06/chu.pdf,"Wei Chu, Zoubin Ghahramani, Roland Krause, and David L. Wild",Identifying Protein Complexes in High-Throughput Protein Interaction Screens Using an Infinite Latent Feature Model,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb06/lange.pdf,"Eva Lange, Clemens Gropl, Knut Reinert, Oliver Kohlbacher, and Andreas Hildebrandt",High-Accuracy Peak Picking of Proteomics Data Using Wavelet Techniques,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb06/liu.pdf,"Chunmei Liu, Yinglei Song, Bo Yan, Ying Xu, and Liming Cai",Fast De novo Peptide Sequencing and Spectral Alignment via Tree Decomposition,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb06/page.pdf,David Page and Irene M. Ong,Experimental Design of Time Series Data for Learning from Dynamic Bayesian Networks,21.0,True
