,pdf,authors,titles,number,available
0,https://psb.stanford.edu/psb-online/proceedings/psb17/bowerman.pdf,"Nathan Bowerman, Nathan Tintle, Matthew DeJongh, Aaron A. Best",Identification and Analysis of Bacterial Genomic Metabolic Signatures,0.0,True
1,https://psb.stanford.edu/psb-online/proceedings/psb17/cao.pdf,"Mengfei Cao, Lenore J. Cowen",When should we NOT transfer functional annotation between sequence paralogs?,1.0,True
2,https://psb.stanford.edu/psb-online/proceedings/psb17/wang_s.pdf,"Sheng Wang, Meng Qu, Jian Peng",ProSNet: integrating homology with molecular networks for protein function prediction,2.0,True
3,https://psb.stanford.edu/psb-online/proceedings/psb17/wiwie.pdf,"Christian Wiwie, Richard Röttger",On the power and limits of sequence similarity based clustering of proteins into families,3.0,True
4,https://psb.stanford.edu/psb-online/proceedings/psb17/gao.pdf,"Chen Gao, Junghi Kim, Wei Pan",Adaptive testing of SNP-brain functional connectivity association via a modular network analysis,4.0,True
5,https://psb.stanford.edu/psb-online/proceedings/psb17/kuncheva.pdf,"Zhana Kuncheva, Michelle L. Krishnan, Giovanni Montana",Exploring Brain Transcriptomic Patterns: A Topological Analysis Using Spatial Expression Networks,5.0,True
6,https://psb.stanford.edu/psb-online/proceedings/psb17/wang_c.pdf,"Chao Wang, Hai Su, Lin Yang, Kun Huang",Integrative Analysis for Lung Adenocarcinoma Predicts Morphological Features Associated with Genetic Variations,6.0,True
7,https://psb.stanford.edu/psb-online/proceedings/psb17/yan.pdf,"Jingwen Yan, Shannon L. Risacher, Kwangsik Nho, Andrew J. Saykin, Li Shen",Identification of Discriminative Imaging Proteomics Associations in Alzheimer's Disease via a Novel Sparse Correlation Model>,7.0,True
8,https://psb.stanford.edu/psb-online/proceedings/psb17/zille.pdf,"Pascal Zille, Vince D. Calhoun, Yu-Ping Wang",Enforcing Co-expression in Multimodal Regression Framework,8.0,True
9,https://psb.stanford.edu/psb-online/proceedings/psb17/cohain.pdf,"Ariella Cohain, Aparna A. Divaraniya, Kuixi Zhu, Joseph R. Scarpa, Andrew Kasarskis, Jun Zhu, Rui Chang, Joel T. Dudley, Eric E. Schadt",Exploring the Reproducibility of Probabilistic Causal Molecular Network Models>,9.0,True
10,https://psb.stanford.edu/psb-online/proceedings/psb17/guney.pdf,Emre Guney,Reproducible Drug Repurposing: When Similarity Does Not Suffice,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb17/haynes.pdf,"Winston A. Haynes, Francesco Vallania, Charles Liu, Erika Bongen, Aurelie Tomczak, Marta Andres-Terrè, Shane Lofgren, Andrew Tam, Cole A. Deisseroth, Matthew D. Li, Timothy E.Sweeney, and Purvesh Khatri",Empowering Multi-Cohort Gene Expression Analysis to Increase Reproducibility,11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb17/kaushik.pdf,"Gaurav Kaushik, Sinisa Ivkovic, Janko Simonovic, Nebojsa Tijanic, Brandi Davis-Dusenbery, Deniz Kural",Rabix: An Open-Source Workflow Executor Supporting Recomputability and Interoperability of Workflow Descriptions,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb17/yang.pdf,"Shan Yang, Melissa Cline, Can Zhang, Benedict Paten and Stephen E. Lincoln",Data Sharing and Reproducible Clinical Genetic Testing: Successes and Challenges,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb17/agarwal.pdf,"Vibhu Agarwal, Nigam H. Shah",Learning Attributes of Disease Progression from Trajectories of Sparse Lab Values,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb17/arunachalam.pdf,"Harish Babu Arunachalam, Rashika Mishra, Bogdan Armaselu, Ovidiu Daescu, Maria Martinez, Patrick Leavey, Dinesh Rakheja, Kevin Cederberg, Anita Sengupta, Molly Ni'suilleabhain",Computer Aided Image Segmentation and Classification for Viable and Non-Viable Tumor Identification in Osteosarcoma,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb17/beaulieujones.pdf,"Brett K. Beaulieu-Jones, Jason H. Moore, The Pooled Resource Open-Access ALS Clinical Trials Consortium",Missing Data Imputation in the Electronic Health Record Using Deeply Learned Autoencoders,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb17/danaee.pdf,"Padideh Danaee, Reza Ghaeini, David Hendrix",A Deep Learning Approach for Cancer Detection and Relevant Gene Identification,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb17/hollister.pdf,"Brittany M. Hollister, Nicole A. Restrepo, Eric Farber-Eger, Dana C. Crawford, Melinda C. Aldrich, Amy Non",Development and Performance of Text-Mining Algorithms to Extract Socioeconomic Status from De-Identified Electronic Health Records,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb17/keaton.pdf,"Jacob M. Keaton, Jacklyn N. Hellwege, Maggie C. Y. Ng, Nicholette D. Palmer, James S. Pankow, Myriam Fornage, James G. Wilson, Adolfo Correa, Laura J. Rasmussen-Torvik, Jerome I. Rotter, Yii-Der I. Chen, Kent D. Taylor, Stephen S. Rich, Lynne E. Wagenknecht, Barry I. Freedman, Donald W. Bowden",Genome-Wide Interaction with Selected Type 2 Diabetes Loci Reveals Novel Loci for Type 2 Diabetes in African Americans,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb17/lanchantin.pdf,"Jack Lanchantin, Ritambhara Singh, Beilun Wang, Yanjun Qi",Deep Motif Dashboard: Visualizing and Understanding Genomic Sequences Using Deep Neural Networks,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb17/scott.pdf,"Madeleine Scott, Francesco Vallania, and Purvesh Khatri",Meta-Analysis of Continuous Phenotypes Identifies a Gene Signature that Correlates with COPD Disease Status,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb17/shameer.pdf,"Khader Shameer, Kipp W. Johnson, Alexandre Yahi, Riccardo Miotto, Li Li, Doran Ricks, Jebakumar Jebakaran, Patricia Kovatch, Partho P. Sengupta, Annetine Gelijns, Alan Moskovitz, Bruce Darrow, David L. Reich, Andrew Kasarskis, Nicholas P. Tatonetti, Sean Pinney, Joel T. Dudley",Predictive Modeling of Hospital Readmission Rates Using Electronic Medical Record-Wide Machine Learning: A Case-Study Using Mount Sinai Heart Failure Cohort,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb17/stanescu.pdf,"Ana Stanescu, Gaurav Pandey",Learning Parsimonious Ensembles for Unbalanced Computational Genomics Problems,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb17/tignor.pdf,"Nicole Tignor, Pei Wang, Nicholas Genes, Linda Rogers, Steven G. Hershman, Erick R. Scott, Micol Zweig, Yu-Feng Yvonne Chan, Eric E. Schadt",Methods for Clustering Time Series Data Acquired from Mobile Health Apps,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb17/vonkorff.pdf,"Modest von Korff, Tobias Fink, Thomas Sander",A New Relevance Estimator for the Compilation and Visualization of Disease Patterns and Potential Drug Targets,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb17/whiting.pdf,"Kathleen Whiting, Larry Y. Liu, Mehmet Koyuturk, Gunnur Karakurt",Network Map of Adverse Health Effects Among Victims of Intimate Partner Violence,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb17/wilson.pdf,"Stephen J. Wilson, Angela D. Wilkins, Chih-Hsu Lin, Rhonald C. Lua, Olivier Lichtarge",Discovery of Functional and Disease Pathways by Community Detection in Protein-Protein Interaction Networks,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb17/bauer.pdf,"Christopher R. Bauer, Daniel Lavage, John Snyder, Joseph Leader, J. Matthew Mahoney, Sarah A. Pendergrass",Opening the Door to the Large Scale Use of Clinical Lab Measures for Association Testing: Exploring Different Methods for Defining Phenotypes,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb17/beck_a.pdf,"Andrew Beck, Alexander Luedtke, Keli Liu, Nathan Tintle",A Powerful Method for Including Genotype Uncertainty in Tests of Hardy-Weinberg Equilibrium,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb17/beck_m.pdf,"Mette Beck, David Westergaard, Leif Groop and Soren Brunak",Temporal Order of Disease Pairs Affects Subsequent Disease Trajectories: The Case of Diabetes and Sleep Apnea,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb17/diaz.pdf,"Diana Diaz, Michele Donato, Tin Nguyen, Sorin Draghici",MicroRNA-Augmented Pathways (mirAP) and Their Applications to Pathway Analysis and Disease Subtyping,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb17/durmaz.pdf,"Arda Durmaz, Tim A.D. Henderson, Douglas Brubaker, Gurkan Bebek",Frequent Subgraph Mining of Personalized Signaling Pathway Networks Groups Patients with Frequently Dysregulated Disease Pathways and Predicts Prognosis,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb17/gallion.pdf,"Jonathan Gallion, Angela D. Wilkins, Olivier Lichtarge",Human Kinases Display Mutational Hotspots at Cognate Positions Within Cancer,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb17/he.pdf,"Dan He, Laxmi Parida",MUSE: A Multi-locus Sampling-based Epistasis Algorithm for Quantitative Genetic Trait Prediction,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb17/kabat.pdf,"Halla Kabat, Leo Tunkle, Inhan Lee",ceRNA Search Method Identified a MET-activated Subgroup Among EGFR DNA Amplified Lung Adenocarcinoma Patients,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb17/kamp.pdf,"Thomas Kamp, Micah Adams, Craig Disselkoen, Nathan Tintle",Improved Performance of Gene Set Analysis on Genome-Wide Transcriptomics Data when Using Gene Activity State Estimates,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb17/kuan.pdf,"Pei Fen Kuan, Junyan Song, Shuyao He",methylDMV: Simultaneous Detection of Differential DNA Methylation and Variability with Confounder Adjustment,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb17/ma.pdf,"Meng Ma, Changchang Wang, Benjamin Glicksberg, Eric Schadt, Shuyu D. Li, Rong Chen",Identify Cancer Driver Genes Through Shared Mendelian Disease Pathogenic Variants and Cancer Somatic Mutations,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb17/schultz.pdf,"André Schultz, Sanket Mehta, Chenyue W. Hu, Fieke W Hoff, Terzah M. Horton, Steven M. Kornblau, Amina A. Qutub",Identifying Cancer Specific Metabolic Signatures Using Constraint-Based Models,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb17/speyer.pdf,"Gil Speyer, Divya Mahendra, Hai J. Tran, Jeff Kiefer, Stuart L. Schreiber, Paul A. Clemons, Harshil Dhruv, Michael Berens, Seungchan Kim",Differential Pathway Dependency Discovery Associated with Drug Response across Cancer Cell Lines,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb17/thompson.pdf,"Jeffrey A. Thompson, Carmen J. Marsit",A Methylation-to-Expression Feature Model for Generating Accurate Prognostic Risk Scores and Identifying Disease Targets in Clear Cell Kidney Cancer,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb17/venkataraman.pdf,"Guhan Ram Venkataraman, Chloe O'Connell, Fumiko Egawa, Dorna Kashef-Haghighi, Dennis Paul Wall",De Novo Mutations in Autism Implicate the Synaptic Elimination Network,42.0,True
